staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
87,0.5,2.0,122.42231804199764,,122.41635708299873,122.42231804199764,122.9124020829986,122.9124020829986,122.9124020829986,123.20216599999912,123.36624599999777,left,-2.0,1,1,0.4433809160000237,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
88,0.5,2.0,123.37212970799737,,123.36640954199902,123.37212970799737,123.86241091699776,123.86241091699776,123.86241091699776,124.15212374999828,124.43250170799729,left,-2.0,1,1,0.5692535839989432,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
89,0.5,1.5,124.43623074999778,,124.43266600000061,124.43623074999778,124.92909979199976,124.92909979199976,124.92909979199976,125.21891529200002,125.38818916699893,left,-1.5,1,1,0.4545831249997718,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
90,0.5,1.5,125.39536487499936,,125.38834962499823,125.39536487499936,125.88556199999948,125.88556199999948,125.88556199999948,126.17942183299965,126.28288337499907,left,-1.5,1,1,0.38920150000194553,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
91,0.5,1.5,126.28880037499766,,126.28304324999772,126.28880037499766,126.7793806669979,126.7793806669979,126.7793806669979,127.06842470799893,127.41648879199784,right,1.5,1,1,0.6253224579995731,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
92,0.5,1.0,127.42257645800055,,127.41667558299741,127.42257645800055,127.91248049999922,127.91248049999922,127.91248049999922,128.2023826250006,128.69961579200026,right,1.0,1,1,0.7762907079995784,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
93,0.5,1.0,128.70560137499706,,128.69978508299755,128.70560137499706,129.19589158300005,129.19589158300005,129.19589158300005,129.48541137499706,129.9887399170002,right,1.0,1,1,0.7868426669992914,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
94,0.5,1.0,129.9954362919998,,129.98890000000029,129.9954362919998,130.48564966699996,130.48564966699996,130.48564966699996,130.77941441700023,130.9664714169994,right,1.0,1,1,0.47409925000101794,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
95,0.5,1.0,130.97238404199743,,130.9666346669983,130.97238404199743,131.4626380419977,131.4626380419977,131.4626380419977,131.75134041699857,132.07196720799766,right,1.0,1,1,0.6050431670009857,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
96,0.5,1.0,132.0788827920005,,132.07212624999738,132.0788827920005,132.56976949999807,132.56976949999807,132.56976949999807,132.86265320799794,133.12196254199807,right,1.0,1,1,0.5499876670000958,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
97,0.5,1.0,133.12933837499804,,133.1221196669976,133.12933837499804,133.61917533299857,133.61917533299857,133.61917533299857,133.91288883299785,133.9888119999996,right,1.0,1,1,0.36462479200054077,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
98,0.5,1.0,133.9955958749997,,133.9889719999992,133.9955958749997,134.48583858299753,134.48583858299753,134.48583858299753,134.7795989999977,134.96646120799778,right,1.0,1,1,0.47596733400132507,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
99,0.5,1.0,134.97193200000038,,134.96661974999734,134.97193200000038,135.4629072079988,135.4629072079988,135.4629072079988,135.75185220799904,136.26621991699722,left,-1.0,1,1,0.7979142499971204,pilot,001,2025-09-03_18h32.01.961,adaptive_staircase,,2025.1.1,None,2025-09-03 18h32.05.014341 +0530,
