study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,StudyText.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,10,10,0,,,l_pt_p,Laptop,old,laptop,"[np.float64(-0.0022222222222222222), np.float64(-0.0022222222222222222)]","[np.float64(-0.3477777777777778), np.float64(-0.3)]","[1, 1]","[0, 0]","[0, 0]","[5.399818292004056, 6.240761624998413]","[None, 'text_3']",,,,,0,10,10,0,153.90763616689947,,,,,,,,153.89836758293677,153.90763616689947,153.90763616689947,153.90763616689947,0.0024181249318644404,160.13937462493777,laptop,"[np.float64(-0.0022222222222222222), np.float64(-0.0022222222222222222)]","[np.float64(-0.3477777777777778), np.float64(-0.3)]","[1, 1]","[0, 0]","[0, 0]","[5.399818292004056, 6.240761624998413]","[None, 'text_3']",p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,11,11,0,,,P_li_e,Police ,old,police,[np.float64(-0.024444444444444446)],[np.float64(-0.29777777777777775)],[1],[0],[0],[6.687373124994338],['text_3'],,,,,0,11,11,7,160.15451679192483,,,,,,,,160.14259595796466,160.15451679192483,160.15451679192483,160.15451679192483,0.0030709579586982727,166.83025674999226,police,[np.float64(-0.024444444444444446)],[np.float64(-0.29777777777777775)],[1],[0],[0],[6.687373124994338],['text_3'],p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,12,12,0,,,_a_bl_,Marble ,old,marble,[np.float64(-0.05)],[np.float64(-0.29333333333333333)],[1],[0],[0],[9.462944917031564],['text_3'],,,,,0,12,12,11,166.8436443329556,,,,,,,,166.83311483298894,166.8436443329556,166.8436443329556,166.8436443329556,0.0027219580952078104,176.29632654192392,marble,[np.float64(-0.05)],[np.float64(-0.29333333333333333)],[1],[0],[0],[9.462944917031564],['text_3'],p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,13,13,0,,,P_st_y,Pastry ,old,pastry,"[np.float64(-0.043333333333333335), np.float64(-0.023333333333333334)]","[np.float64(-0.3277777777777778), np.float64(-0.29555555555555557)]","[1, 1]","[0, 0]","[0, 0]","[5.659455875051208, 6.79083958407864]","[None, 'text_3']",,,,,0,13,13,4,176.30876133299898,,,,,,,,176.29888462496456,176.30876133299898,176.30876133299898,176.30876133299898,0.002436499926261604,183.0899752919795,pastry,"[np.float64(-0.043333333333333335), np.float64(-0.023333333333333334)]","[np.float64(-0.3277777777777778), np.float64(-0.29555555555555557)]","[1, 1]","[0, 0]","[0, 0]","[5.659455875051208, 6.79083958407864]","[None, 'text_3']",p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,14,14,0,,,T_hi_t,T-shirt ,old,tshirt,[np.float64(-0.051111111111111114)],[np.float64(-0.30666666666666664)],[1],[0],[0],[9.81336874992121],['text_3'],,,,,0,14,14,2,183.10563904198352,,,,,,,,183.0934249169659,183.10563904198352,183.10563904198352,183.10563904198352,0.003299041069112718,192.9071039169794,tshirt,[np.float64(-0.051111111111111114)],[np.float64(-0.30666666666666664)],[1],[0],[0],[9.81336874992121],['text_3'],p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,15,15,0,,,_ha_t ,Chart ,old,chaat,"[np.float64(-0.008888888888888889), np.float64(0.0011111111111111111)]","[np.float64(-0.34), np.float64(-0.30777777777777776)]","[1, 1]","[0, 0]","[0, 0]","[8.921637875027955, 10.4220198339317]","[None, 'text_3']",,,,,0,15,15,1,192.93841483292636,,,,,,,,192.910618416965,192.93841483292636,192.93841483292636,192.93841483292636,0.0033643339993432164,203.33298058295622,chaat,"[np.float64(-0.008888888888888889), np.float64(0.0011111111111111111)]","[np.float64(-0.34), np.float64(-0.30777777777777776)]","[1, 1]","[0, 0]","[0, 0]","[8.921637875027955, 10.4220198339317]","[None, 'text_3']",p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,16,16,0,,,_ho_e,Phone ,old,whore,[np.float64(-0.02)],[np.float64(-0.3022222222222222)],[1],[0],[0],[15.086283958982676],['text_3'],,,,,0,16,16,12,203.34927891695406,,,,,,,,203.33647533296607,203.34927891695406,203.34927891695406,203.34927891695406,0.0033182079205289483,218.42303604190238,whore,[np.float64(-0.02)],[np.float64(-0.3022222222222222)],[1],[0],[0],[15.086283958982676],['text_3'],p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,17,17,0,,,_o_rd,Board ,old,board,[np.float64(-0.08777777777777777)],[np.float64(-0.3055555555555556)],[1],[0],[0],[21.318253666977398],['text_3'],,,,,0,17,17,10,218.43746091693174,,,,,,,,218.42572312499397,218.43746091693174,218.43746091693174,218.43746091693174,0.002593125100247562,239.74431591690518,board,[np.float64(-0.08777777777777777)],[np.float64(-0.3055555555555556)],[1],[0],[0],[21.318253666977398],['text_3'],p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,18,18,0,,,_ou_e,Mouse ,old,mouse,"[np.float64(-0.06888888888888889), np.float64(-0.05555555555555555)]","[np.float64(-0.2688888888888889), np.float64(-0.2922222222222222)]","[1, 1]","[0, 0]","[0, 0]","[4.517294832970947, 5.358956499956548]","[None, 'text_3']",,,,,0,18,18,3,239.75996941700578,,,,,,,,239.748412291985,239.75996941700578,239.75996941700578,239.75996941700578,0.003931000013835728,245.10766641690861,mouse,"[np.float64(-0.06888888888888889), np.float64(-0.05555555555555555)]","[np.float64(-0.2688888888888889), np.float64(-0.2922222222222222)]","[1, 1]","[0, 0]","[0, 0]","[4.517294832970947, 5.358956499956548]","[None, 'text_3']",p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
,19,19,0,,,C_r_i_e ,Cruise ,old,cruise,[np.float64(-0.04888888888888889)],[np.float64(-0.2877777777777778)],[1],[0],[0],[5.747861542040482],['text_3'],,,,,0,19,19,6,245.12228766700719,,,,,,,,245.11075345799327,245.12228766700719,245.12228766700719,245.12228766700719,0.002949582994915545,250.85891299997456,cruise,[np.float64(-0.04888888888888889)],[np.float64(-0.2877777777777778)],[1],[0],[0],[5.747861542040482],['text_3'],p3,001,2025-10-14_14h45.04.319,Word priming experiment,,2025.1.1,119.97768476287571,2025-10-14 14h45.15.261641 +0530,
