thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_dist,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
13,0,13,[np.float64(0.17444444444444446)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.3248680839897133],[None],13,0,13,0,33.12874708298477,,5,33.11913816598826,33.12874708298477,33.12874708298477,0.01437208300922066,34.44406783298473,[np.float64(0.17444444444444446)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.3248680839897133],[None],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
14,0,14,[np.float64(-0.25333333333333335)],[np.float64(0.16666666666666666)],[1],[0],[0],[2.644827957992675],['target'],14,0,14,0,34.478441415994894,,10,34.466471708001336,34.478441415994894,34.478441415994894,0.022250832989811897,37.11135262498283,[np.float64(-0.25333333333333335)],[np.float64(0.16666666666666666)],[1],[0],[0],[2.644827957992675],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
15,0,15,[np.float64(0.1111111111111111)],[np.float64(0.2733333333333333)],[1],[0],[0],[1.6231942910235375],['target'],15,0,15,0,37.14204599999357,,10,37.13119170800201,37.14204599999357,37.14204599999357,0.019678875018144026,38.754444291000254,[np.float64(0.1111111111111111)],[np.float64(0.2733333333333333)],[1],[0],[0],[1.6231942910235375],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
16,0,16,[np.float64(-0.13444444444444445)],[np.float64(-0.14)],[1],[0],[0],[1.5460347500047646],['target'],16,0,16,0,38.77467975000036,,5,38.76587354100775,38.77467975000036,38.77467975000036,0.011267750000115484,40.31198695799685,[np.float64(-0.13444444444444445)],[np.float64(-0.14)],[1],[0],[0],[1.5460347500047646],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
17,0,17,[np.float64(0.06666666666666667)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.5034110000124201],['target'],17,0,17,0,40.33669258299051,,5,40.32605637499364,40.33669258299051,40.33669258299051,0.013897625001845881,41.82953516600537,[np.float64(0.06666666666666667)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.5034110000124201],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
18,0,18,[np.float64(0.46111111111111114)],[np.float64(-0.4444444444444444)],[1],[0],[0],[4.140386915998533],['target'],18,0,18,0,41.870438999991165,,10,41.85656862499309,41.870438999991165,41.870438999991165,0.026863207982387394,45.99701258298592,[np.float64(0.46111111111111114)],[np.float64(-0.4444444444444444)],[1],[0],[0],[4.140386915998533],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
19,0,19,[np.float64(0.2688888888888889)],[np.float64(0.17)],[1],[0],[0],[3.009204791014781],['target'],19,0,19,0,46.032449624995934,,10,46.02036391600268,46.032449624995934,46.032449624995934,0.023170874977950007,49.02962579097948,[np.float64(0.2688888888888889)],[np.float64(0.17)],[1],[0],[0],[3.009204791014781],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
20,0,20,[np.float64(0.35555555555555557)],[np.float64(0.13777777777777778)],[1],[0],[0],[1.5876696250052191],['target'],20,0,20,0,49.05309683299856,,5,49.04268033299013,49.05309683299856,49.05309683299856,0.01287858298746869,50.63044708300731,[np.float64(0.35555555555555557)],[np.float64(0.13777777777777778)],[1],[0],[0],[1.5876696250052191],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
21,0,21,[np.float64(-0.04888888888888889)],[np.float64(0.27444444444444444)],[1],[0],[0],[3.4612337089783978],['target'],21,0,21,0,50.658475290983915,,5,50.64646733299014,50.658475290983915,50.658475290983915,0.015797958010807633,54.10777883298579,[np.float64(-0.04888888888888889)],[np.float64(0.27444444444444444)],[1],[0],[0],[3.4612337089783978],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
22,0,22,[np.float64(0.21888888888888888)],[np.float64(-0.01888888888888889)],[1],[0],[0],[4.02315529101179],['target'],22,0,22,0,54.135492083005374,,5,54.12380779098021,54.135492083005374,54.135492083005374,0.01581662500393577,58.14703129098052,[np.float64(0.21888888888888888)],[np.float64(-0.01888888888888889)],[1],[0],[0],[4.02315529101179],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
23,0,23,[np.float64(-0.3566666666666667)],[np.float64(-0.06333333333333334)],[1],[0],[0],[2.4040573749807663],['target'],23,0,23,0,58.18896908298484,,10,58.17453899999964,58.18896908298484,58.18896908298484,0.02733295800862834,60.57864433299983,[np.float64(-0.3566666666666667)],[np.float64(-0.06333333333333334)],[1],[0],[0],[2.4040573749807663],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
24,0,24,[np.float64(0.07777777777777778)],[np.float64(0.4777777777777778)],[1],[0],[0],[4.777158874989254],['target'],24,0,24,0,60.60055629099952,,5,60.59039387499797,60.60055629099952,60.60055629099952,0.011572000017622486,65.36763762499322,[np.float64(0.07777777777777778)],[np.float64(0.4777777777777778)],[1],[0],[0],[4.777158874989254],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
25,0,25,[np.float64(0.17222222222222222)],[np.float64(0.04777777777777778)],[1],[0],[0],[2.2858232500148006],['target'],25,0,25,0,65.40764058299828,,10,65.39329866599292,65.40764058299828,65.40764058299828,0.025481749995378777,67.67916262499057,[np.float64(0.17222222222222222)],[np.float64(0.04777777777777778)],[1],[0],[0],[2.2858232500148006],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
26,0,26,[np.float64(0.2922222222222222)],[np.float64(0.37777777777777777)],[1],[0],[0],[2.904294541978743],['target'],26,0,26,0,67.7015169999795,,5,67.69087616598699,67.7015169999795,67.7015169999795,0.011527374997967854,70.59525204100646,[np.float64(0.2922222222222222)],[np.float64(0.37777777777777777)],[1],[0],[0],[2.904294541978743],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
27,0,27,[np.float64(-0.2644444444444444)],[np.float64(0.2388888888888889)],[1],[0],[0],[2.234789209003793],['target'],27,0,27,0,70.62264195800526,,5,70.61067087500123,70.62264195800526,70.62264195800526,0.015183042007265612,72.84551870799623,[np.float64(-0.2644444444444444)],[np.float64(0.2388888888888889)],[1],[0],[0],[2.234789209003793],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
28,0,28,[np.float64(-0.29333333333333333)],[np.float64(0.2311111111111111)],[1],[0],[0],[1.5857115839899052],['target'],28,0,28,0,72.87172100000316,,5,72.86024212499615,72.87172100000316,72.87172100000316,0.014554084016708657,74.4460264579975,[np.float64(-0.29333333333333333)],[np.float64(0.2311111111111111)],[1],[0],[0],[1.5857115839899052],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
29,0,29,[np.float64(0.14888888888888888)],[np.float64(0.04666666666666667)],[1],[0],[0],[2.3730026250123046],['target'],29,0,29,0,74.48652949999087,,10,74.47258137498284,74.48652949999087,74.48652949999087,0.026375874993391335,76.845638083003,[np.float64(0.14888888888888888)],[np.float64(0.04666666666666667)],[1],[0],[0],[2.3730026250123046],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
30,0,30,[np.float64(0.1711111111111111)],[np.float64(0.39444444444444443)],[1],[0],[0],[3.525200167001458],['target'],30,0,30,0,76.86592545799795,,5,76.85673666599905,76.86592545799795,76.86592545799795,0.010939708008663729,80.38202904100763,[np.float64(0.1711111111111111)],[np.float64(0.39444444444444443)],[1],[0],[0],[3.525200167001458],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
31,0,31,[np.float64(0.1711111111111111)],[np.float64(0.39444444444444443)],[1],[0],[0],[0.22986512500210665],[None],31,0,31,0,80.41174512499128,,5,80.39959600000293,80.41174512499128,80.41174512499128,0.017356291005853564,80.62952220800798,[np.float64(0.1711111111111111)],[np.float64(0.39444444444444443)],[1],[0],[0],[0.22986512500210665],[None],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
32,0,32,[np.float64(0.01888888888888889)],[np.float64(0.21444444444444444)],[1],[0],[0],[1.8237117500102613],['target'],32,0,32,0,80.6710124159872,,10,80.65649016600219,80.6710124159872,80.6710124159872,0.02679358300520107,82.48026024998398,[np.float64(0.01888888888888889)],[np.float64(0.21444444444444444)],[1],[0],[0],[1.8237117500102613],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
33,0,33,[np.float64(0.4766666666666667)],[np.float64(0.2811111111111111)],[1],[0],[0],[1.4405771250021644],['target'],33,0,33,0,82.5173694579862,,10,82.50438583298819,82.5173694579862,82.5173694579862,0.023943209002027288,83.9450160409906,[np.float64(0.4766666666666667)],[np.float64(0.2811111111111111)],[1],[0],[0],[1.4405771250021644],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
34,0,34,[np.float64(0.2788888888888889)],[np.float64(-0.11777777777777777)],[1],[0],[0],[2.078065500012599],['target'],34,0,34,0,83.97580049998942,,10,83.96446683298564,83.97580049998942,83.97580049998942,0.019286957976873964,86.04260874999454,[np.float64(0.2788888888888889)],[np.float64(-0.11777777777777777)],[1],[0],[0],[2.078065500012599],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
35,0,35,[np.float64(0.17222222222222222)],[np.float64(-0.4588888888888889)],[1],[0],[0],[2.9414181250031106],['target'],35,0,35,0,86.08142891598982,,10,86.06800516598742,86.08142891598982,86.08142891598982,0.025173125002766028,89.00949445800507,[np.float64(0.17222222222222222)],[np.float64(-0.4588888888888889)],[1],[0],[0],[2.9414181250031106],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
36,0,36,[np.float64(0.05444444444444444)],[np.float64(0.44333333333333336)],[0],[0],[0],[2.5224126249959227],['target'],36,0,36,0,89.04768629098544,,10,89.03429162499378,89.04768629098544,89.04768629098544,0.024583417020039633,91.5567666660063,[np.float64(0.05444444444444444)],[np.float64(0.44333333333333336)],[0],[0],[0],[2.5224126249959227],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
37,0,37,[np.float64(-0.4888888888888889)],[np.float64(-0.3488888888888889)],[1],[0],[0],[2.4018720829917584],['target'],37,0,37,0,91.58051437500399,,5,91.57037195799057,91.58051437500399,91.58051437500399,0.013402167009189725,93.97232762500062,[np.float64(-0.4888888888888889)],[np.float64(-0.3488888888888889)],[1],[0],[0],[2.4018720829917584],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
38,0,38,[np.float64(-0.09)],[np.float64(0.48333333333333334)],[1],[0],[0],[8.745588583988138],['target'],38,0,38,0,94.00224995799363,,5,93.98994912498165,94.00224995799363,94.00224995799363,0.017408916988642886,102.73560858299606,[np.float64(-0.09)],[np.float64(0.48333333333333334)],[1],[0],[0],[8.745588583988138],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
39,0,39,[np.float64(0.36666666666666664)],[np.float64(-0.28)],[1],[0],[0],[5.08810649998486],['target'],39,0,39,0,102.77481687499676,,10,102.76111358299386,102.77481687499676,102.77481687499676,0.025312417012173682,107.84928387499531,[np.float64(0.36666666666666664)],[np.float64(-0.28)],[1],[0],[0],[5.08810649998486],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
40,0,40,[np.float64(0.3)],[np.float64(-0.3233333333333333)],[1],[0],[0],[1.7828409579815343],['target'],40,0,40,0,107.87560862500686,,5,107.86394241600647,107.87560862500686,107.87560862500686,0.014455791999353096,109.64685637498042,[np.float64(0.3)],[np.float64(-0.3233333333333333)],[1],[0],[0],[1.7828409579815343],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
41,0,41,[np.float64(0.3)],[np.float64(-0.3233333333333333)],[1],[0],[0],[0.6366799579991493],[None],41,0,41,0,109.67339229100617,,5,109.66167295799823,109.67339229100617,109.67339229100617,0.014606124983401969,110.29843170798267,[np.float64(0.3)],[np.float64(-0.3233333333333333)],[1],[0],[0],[0.6366799579991493],[None],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
42,0,42,[np.float64(-0.17666666666666667)],[np.float64(-0.03888888888888889)],[1],[0],[0],[2.7544109169975854],['target'],42,0,42,0,110.34126891600317,,10,110.32638266598224,110.34126891600317,110.34126891600317,0.027742291014874354,113.08084154099924,[np.float64(-0.17666666666666667)],[np.float64(-0.03888888888888889)],[1],[0],[0],[2.7544109169975854],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
43,0,43,[np.float64(0.12111111111111111)],[np.float64(-0.2588888888888889)],[1],[0],[0],[3.3877896670019254],['target'],43,0,43,0,113.1028653329995,,5,113.09242733300198,113.1028653329995,113.1028653329995,0.011434874992119148,116.48029116599355,[np.float64(0.12111111111111111)],[np.float64(-0.2588888888888889)],[1],[0],[0],[3.3877896670019254],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
44,0,44,[np.float64(0.45111111111111113)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.9501708330062684],['target'],44,0,44,0,116.50751799999853,,5,116.49579545800225,116.50751799999853,116.50751799999853,0.015333250019466504,118.4460295829922,[np.float64(0.45111111111111113)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.9501708330062684],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
45,0,45,[np.float64(0.33111111111111113)],[np.float64(-0.12333333333333334)],[1],[0],[0],[1.5523196670110337],['target'],45,0,45,0,118.47245016598026,,5,118.46118754099007,118.47245016598026,118.47245016598026,0.014990208990639076,120.01359779099585,[np.float64(0.33111111111111113)],[np.float64(-0.12333333333333334)],[1],[0],[0],[1.5523196670110337],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
46,0,46,[np.float64(0.44)],[np.float64(0.32666666666666666)],[1],[0],[0],[2.5013213750207797],['target'],46,0,46,0,120.04088745798799,,5,120.02923250000458,120.04088745798799,120.04088745798799,0.01542370900278911,122.53063383299741,[np.float64(0.44)],[np.float64(0.32666666666666666)],[1],[0],[0],[2.5013213750207797],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
47,0,47,[np.float64(0.48333333333333334)],[np.float64(-0.06888888888888889)],[1],[0],[0],[1.6851732920040376],['target'],47,0,47,0,122.55925395799568,,5,122.54757641599281,122.55925395799568,122.55925395799568,0.016734667005948722,124.23283074999927,[np.float64(0.48333333333333334)],[np.float64(-0.06888888888888889)],[1],[0],[0],[1.6851732920040376],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
48,0,48,[np.float64(-0.33444444444444443)],[np.float64(-0.03111111111111111)],[1],[0],[0],[2.0497670830227435],['target'],48,0,48,0,124.27749870799016,,10,124.26271849998739,124.27749870799016,124.27749870799016,0.029676625010324642,126.31254387498484,[np.float64(-0.33444444444444443)],[np.float64(-0.03111111111111111)],[1],[0],[0],[2.0497670830227435],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
49,0,49,[np.float64(0.15)],[np.float64(0.006666666666666667)],[1],[0],[0],[3.081660916999681],['target'],49,0,49,0,126.34319904100266,,10,126.33178924999083,126.34319904100266,126.34319904100266,0.019081749982433394,129.4135017079825,[np.float64(0.15)],[np.float64(0.006666666666666667)],[1],[0],[0],[3.081660916999681],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
50,0,50,[np.float64(0.021111111111111112)],[np.float64(-0.03777777777777778)],[0],[0],[0],[1.735722249984974],['target'],50,0,50,0,129.53159991599387,,10,129.52191020798637,129.53159991599387,129.53159991599387,0.10824329100432806,131.25771079098922,[np.float64(0.021111111111111112)],[np.float64(-0.03777777777777778)],[0],[0],[0],[1.735722249984974],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
51,0,51,[np.float64(0.2111111111111111)],[np.float64(-0.45111111111111113)],[1],[0],[0],[3.508926790993428],['target'],51,0,51,0,131.28326416600612,,5,131.27258954098215,131.28326416600612,131.28326416600612,0.01466816701577045,134.78162762499414,[np.float64(0.2111111111111111)],[np.float64(-0.45111111111111113)],[1],[0],[0],[3.508926790993428],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
52,0,52,[np.float64(-0.16111111111111112)],[np.float64(-0.006666666666666667)],[1],[0],[0],[2.071317291993182],['target'],52,0,52,0,134.8233176250069,,10,134.8088677499909,134.8233176250069,134.8233176250069,0.02701395799522288,136.88024208298884,[np.float64(-0.16111111111111112)],[np.float64(-0.006666666666666667)],[1],[0],[0],[2.071317291993182],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
53,0,53,[np.float64(0.4177777777777778)],[np.float64(-0.2688888888888889)],[1],[0],[0],[3.4057684169965796],['target'],53,0,53,0,136.90226754097966,,5,136.89186237499234,136.90226754097966,136.90226754097966,0.011439583991887048,140.29770883300807,[np.float64(0.4177777777777778)],[np.float64(-0.2688888888888889)],[1],[0],[0],[3.4057684169965796],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
54,0,54,[np.float64(-0.20777777777777778)],[np.float64(0.05333333333333334)],[1],[0],[0],[2.118263707990991],['target'],54,0,54,0,140.32478891598294,,5,140.31278383298195,140.32478891598294,140.32478891598294,0.014908374985679984,142.4311330409837,[np.float64(-0.20777777777777778)],[np.float64(0.05333333333333334)],[1],[0],[0],[2.118263707990991],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
55,0,55,[np.float64(0.08888888888888889)],[np.float64(-0.17777777777777778)],[1],[0],[0],[2.1310607920167968],['target'],55,0,55,0,142.4728543329984,,10,142.45852337498218,142.4728543329984,142.4728543329984,0.027207583014387637,144.5896468749852,[np.float64(0.08888888888888889)],[np.float64(-0.17777777777777778)],[1],[0],[0],[2.1310607920167968],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
56,0,56,[np.float64(-0.32222222222222224)],[np.float64(0.3977777777777778)],[1],[0],[0],[3.646768374979729],['target'],56,0,56,0,144.63049362497986,,10,144.6166100410046,144.63049362497986,144.63049362497986,0.026769916992634535,148.2634307910048,[np.float64(-0.32222222222222224)],[np.float64(0.3977777777777778)],[1],[0],[0],[3.646768374979729],['target'],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
57,0,57,[np.float64(-0.29888888888888887)],[np.float64(0.4111111111111111)],[1],[0],[0],[1.1965497499913909],[None],57,0,57,0,148.29599170800066,,10,148.28413045799243,148.29599170800066,148.29599170800066,0.020539832999929786,149.48073399998248,[np.float64(-0.29888888888888887)],[np.float64(0.4111111111111111)],[1],[0],[0],[1.1965497499913909],[None],p3,001,2025-09-30_17h23.32.895,Experiment,,2025.1.1,None,2025-09-30 17h23.46.129205 +0530,
