Word,Colour,Stim_condition,Correct_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text_2.started,text_2.stopped,Instructions.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,text_3.started,text_3.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,9,1,2,b,1,0.3925679989915807,None,2,1,9,3,12.78350666598999,,,,,,12.777007083001081,12.78350666598999,13.272918832983123,13.272918832983123,13.272918832983123,13.676641166006448,b,1,0.3925679989915807,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,10,2,2,b,1,0.4738227920024656,None,2,2,10,1,13.685303083009785,,,,,,13.679268665990094,13.685303083009785,14.172687582991784,14.172687582991784,14.172687582991784,14.648722165991785,b,1,0.4738227920024656,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,11,3,2,r,1,0.4038311670010444,None,2,3,11,0,14.656287374993553,,,,,,14.64916433300823,14.656287374993553,15.14681604100042,15.14681604100042,15.14681604100042,15.560023375001037,r,1,0.4038311670010444,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,12,0,3,b,1,0.5182188329927158,None,3,0,12,1,15.566703082993627,,,,,,15.560455041006207,15.566703082993627,16.056296416005353,16.056296416005353,16.056296416005353,16.57667287500226,b,1,0.5182188329927158,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,13,1,3,b,1,0.4115448329830542,None,3,1,13,3,16.585576707992004,,,,,,16.5791371660016,16.585576707992004,17.073065290984232,17.073065290984232,17.073065290984232,17.493108666007174,b,1,0.4115448329830542,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,14,2,3,r,1,0.37976908299606293,None,3,2,14,0,17.501165624998976,,,,,,17.495298750000075,17.501165624998976,17.989867708005477,17.989867708005477,17.989867708005477,18.376807666005334,r,1,0.37976908299606293,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,15,3,3,r,1,0.3327345830039121,None,3,3,15,2,18.38527400000021,,,,,,18.379139666008996,18.38527400000021,18.87299979099771,18.87299979099771,18.87299979099771,19.209762165992288,r,1,0.3327345830039121,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,16,0,4,r,1,0.3492285829852335,None,4,0,16,2,19.21589729099651,,,,,,19.210201999987476,19.21589729099651,19.70639549999032,19.70639549999032,19.70639549999032,20.059712957998272,r,1,0.3492285829852335,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,17,1,4,b,1,0.49108537498977967,None,4,1,17,1,20.06849212499219,,,,,,20.062057665985776,20.06849212499219,20.556394249986624,20.556394249986624,20.556394249986624,21.04918516598991,b,1,0.49108537498977967,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,18,2,4,r,1,0.4075086660159286,None,4,2,18,0,21.05644079099875,,,,,,21.049640707991784,21.05644079099875,21.547214707999956,21.547214707999956,21.547214707999956,21.95954999999958,r,1,0.4075086660159286,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,19,3,4,b,1,0.4272357909940183,None,4,3,19,3,21.968885832990054,,,,,,21.961816583003383,21.968885832990054,22.45651716599241,22.45651716599241,22.45651716599241,22.89300725000794,b,1,0.4272357909940183,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,20,0,5,b,1,0.34610537500702776,None,5,0,20,1,22.901363624987425,,,,,,22.895423915993888,22.901363624987425,23.38962016600999,23.38962016600999,23.38962016600999,23.743344957998488,b,1,0.34610537500702776,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,21,1,5,r,1,0.37286783300805837,None,5,1,21,0,23.75006766599836,,,,,,23.74381258300855,23.75006766599836,24.23985033298959,24.23985033298959,24.23985033298959,24.61583354100003,r,1,0.37286783300805837,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,22,2,5,b,1,0.42568387399660423,None,5,2,22,3,24.640326875000028,,,,,,24.618473249982344,24.640326875000028,25.114212332991883,25.114212332991883,25.114212332991883,25.543264207983157,b,1,0.42568387399660423,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,23,3,5,r,1,0.381711999012623,None,5,3,23,2,25.549658208008623,,,,,,25.543732666003052,25.549658208008623,26.03995074998238,26.03995074998238,26.03995074998238,26.426548832998378,r,1,0.381711999012623,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,24,0,6,b,1,0.5383468749932945,None,6,0,24,3,26.43325524998363,,,,,,26.426995707995957,26.43325524998363,26.9233277500025,26.9233277500025,26.9233277500025,27.466029250004794,b,1,0.5383468749932945,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,25,1,6,r,1,0.6234534159884788,None,6,1,25,0,27.490551041002618,,,,,,27.46851587499259,27.490551041002618,27.96423074998893,27.96423074998893,27.96423074998893,28.593882540997583,r,1,0.6234534159884788,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,26,2,6,r,1,0.4075941250193864,None,6,2,26,2,28.602535915997578,,,,,,28.59629675000906,28.602535915997578,29.089934040996013,29.089934040996013,29.089934040996013,29.499415458005387,r,1,0.4075941250193864,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,27,3,6,b,1,0.8717071659921203,None,6,3,27,1,29.52386495799874,,,,,,29.501696499995887,29.52386495799874,29.99799800000619,29.99799800000619,29.99799800000619,30.87710733298445,b,1,0.8717071659921203,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,28,0,7,b,1,0.40430979200755246,None,7,0,28,3,30.885897957981797,,,,,,30.879446040984476,30.885897957981797,31.37335962499492,31.37335962499492,31.37335962499492,31.782727249985328,b,1,0.40430979200755246,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,29,1,7,r,1,0.47989066599984653,None,7,1,29,2,31.7898132079863,,,,,,31.783192125003552,31.7898132079863,32.28085454099346,32.28085454099346,32.28085454099346,32.767085958010284,r,1,0.47989066599984653,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,30,2,7,r,1,0.3542465830105357,None,7,2,30,0,32.776175207982305,,,,,,32.769533707993105,32.776175207982305,33.26453424998908,33.26453424998908,33.26453424998908,33.626998583000386,r,1,0.3542465830105357,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,31,3,7,b,1,1.0073297919880133,None,7,3,31,1,33.63385637500323,,,,,,33.62743454100564,33.63385637500323,34.12337600000319,34.12337600000319,34.12337600000319,35.13275366599555,b,1,1.0073297919880133,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,32,0,8,r,1,0.4057357909914572,None,8,0,32,2,35.15731341598439,,,,,,35.13508254100452,35.15731341598439,35.631051415984984,35.631051415984984,35.631051415984984,36.04377762498916,r,1,0.4057357909914572,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,33,1,8,b,1,0.6086845829850063,None,8,1,33,1,36.05283720800071,,,,,,36.046317583008204,36.05283720800071,36.53986962500494,36.53986962500494,36.53986962500494,37.149762499990175,b,1,0.6086845829850063,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,34,2,8,b,1,0.35134866600856185,None,8,2,34,3,37.174048624990974,,,,,,37.15199774998473,37.174048624990974,37.647367958008545,37.647367958008545,37.647367958008545,37.9997482909821,b,1,0.35134866600856185,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,35,3,8,r,1,0.37668679098715074,None,8,3,35,0,38.024061125004664,,,,,,38.00194358298904,38.024061125004664,38.497109457995975,38.497109457995975,38.497109457995975,38.87685579099343,r,1,0.37668679098715074,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,red,C,r,36,0,9,r,1,0.4872180000238586,None,9,0,36,0,38.88336941599846,,,,,,38.87730820800061,38.88336941599846,39.3735308329924,39.3735308329924,39.3735308329924,39.86632100000861,r,1,0.4872180000238586,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,blue,C,b,37,1,9,b,1,0.5279292920022272,None,9,1,37,3,39.89049437499489,,,,,,39.868648832984036,39.89049437499489,40.36457170799258,40.36457170799258,40.36457170799258,40.893789749999996,b,1,0.5279292920022272,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
BLUE,red,I,r,38,2,9,r,1,0.44837387499865144,None,9,2,38,2,40.90010708299815,,,,,,40.89422324998304,40.90010708299815,41.39030633299262,41.39030633299262,41.39030633299262,41.844034374982584,r,1,0.44837387499865144,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
RED,blue,I,b,39,3,9,b,1,1.1612694999785163,None,9,3,39,1,41.85266716600745,,,,,,41.84657291599433,41.85266716600745,42.340206499997294,42.340206499997294,42.340206499997294,43.5089873749821,b,1,1.1612694999785163,None,,,,,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.509090000006836,43.515150833001826,44.50701208299142,44.50015079099103,2,001,2025-08-25_22h36.58.422,untitled,,2025.1.1,None,2025-08-25 22h37.05.669822 +0530,
