delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,1000,exp,10,10,0,space,0.7343915411038324,None,789,1,[3.2179504999658093],[3.2179539590142667],0,10,10,10,123.1105022910051,,123.10271066590212,123.1105022910051,124.10104608291294,124.10104608291294,124.10104608291294,124.86287608300336,space,0.7343915411038324,None,124.86460341594648,125.26851833257048,125.58381258300506,125.56715895794332,125.56901733297855,125.58381258300506,125.58381258300506,125.58381258300506,128.80204741598573,789,1,[3.2179504999658093],[3.2179539590142667],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.7,400,unexp,11,11,0,space,3.466110373963602,None,345,1,[7.422005707980134],[7.422009166912176],0,11,11,2,128.8099241659511,,128.80227941600606,128.8099241659511,129.79426958295517,129.79426958295517,129.80204579094425,133.26232199999504,space,3.466110373963602,None,133.26396404090337,133.96863154165138,134.28007258300204,134.26623541594017,134.26855291589163,134.28007258300204,134.28007258300204,134.28007258300204,141.7023842500057,345,1,[7.422005707980134],[7.422009166912176],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.1,1000,exp,12,0,1,space,1.5246152071049437,None,234,1,[1.9710940410150215],[1.9710973330074921],1,0,12,9,141.71066937490832,,141.70259658293799,141.71066937490832,142.69430487498175,142.69430487498175,142.7018737909384,144.2298909999663,space,1.5246152071049437,None,144.23144912498537,144.3455680825903,144.64784008299466,144.63369754096493,144.63586462498643,144.64784008299466,144.64784008299466,144.64784008299466,146.61921829089988,234,1,[1.9710940410150215],[1.9710973330074921],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.7,1000,exp,13,1,1,space,0.44382245803717524,None,768,1,[2.7797817500540987],[2.7797851250506938],1,1,13,5,146.6268598329043,,146.6194329999853,146.6268598329043,147.61112829099875,147.61112829099875,147.61899595789146,148.06449079094455,space,0.44382245803717524,None,148.0664292499423,148.7677107916136,149.07243720791303,149.05719337495975,149.05895199999213,149.07243720791303,149.07243720791303,149.07243720791303,151.85250783292577,768,1,[2.7797817500540987],[2.7797851250506938],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.4,1000,exp,14,2,1,space,0.42983837402425706,None,897,1,[2.1550326250726357],[2.155036500073038],1,2,14,4,151.86027795798145,,151.85273033299018,151.86027795798145,152.86201245791744,152.86201245791744,152.8788151659537,153.2967773329001,space,0.42983837402425706,None,153.29849958291743,153.71205916657735,154.0138209159486,153.99981729092542,154.00159637490287,154.0138209159486,154.0138209159486,154.0138209159486,156.1691402499564,897,1,[2.1550326250726357],[2.155036500073038],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.1,1000,exp,15,3,1,space,1.0112276659347117,None,678,1,[3.5355007919715717],[3.5355047499760985],1,3,15,6,156.17758245789446,,156.1693577079568,156.17758245789446,157.16129483294208,157.16129483294208,157.1689809159143,158.17943741590716,space,1.0112276659347117,None,158.18074224994052,158.286618541639,158.59956041595433,158.58432166592684,158.58651774993632,158.59956041595433,158.59956041595433,158.59956041595433,162.13534325000364,678,1,[3.5355007919715717],[3.5355047499760985],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.1,400,unexp,16,4,1,space,2.64953712397255,None,234,1,[2.246012624935247],[2.246017082943581],1,4,16,0,162.14376637490932,,162.1355572079774,162.14376637490932,163.12808095791843,163.12808095791843,163.13417112489697,165.7794754159404,space,2.64953712397255,None,165.78124479099642,165.88015829160966,166.18957708298694,166.17392458289396,166.17577358300332,166.18957708298694,166.18957708298694,166.18957708298694,168.43588462495245,234,1,[2.246012624935247],[2.246017082943581],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.7,1000,exp,17,5,1,space,0.637610915931873,None,908,1,[4.134304375038482],[4.134309042012319],1,5,17,8,168.44450883299578,,168.43610216595698,168.44450883299578,169.43590862490237,169.43590862490237,169.43590862490237,170.07996912498493,space,0.637610915931873,None,170.08139808289707,170.7850102915584,171.08469679090194,171.0736494999146,171.07520420791116,171.08469679090194,171.08469679090194,171.08469679090194,175.21931708289776,908,1,[4.134304375038482],[4.134309042012319],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.4,1000,exp,18,6,1,space,0.3709453740157187,None,987,1,[2.882815249962732],[2.882819375023246],1,6,18,7,175.2272737909807,,175.21960670792032,175.2272737909807,176.21853662491776,176.21853662491776,176.21853662491776,176.59822795796208,space,0.3709453740157187,None,176.59993729100097,177.00162462465622,177.30355174990837,177.29053637490142,177.2921883329982,177.30355174990837,177.30355174990837,177.30355174990837,180.186653832905,987,1,[2.882815249962732],[2.882819375023246],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.4,400,unexp,19,7,1,space,2.047757666092366,None,124,1,[2.8479870000155643],[2.8479917079675943],1,7,19,1,180.19459870795254,,180.18691779091023,180.19459870795254,181.1786207499681,181.1786207499681,181.18565008300357,183.23007233289536,space,2.047757666092366,None,183.23173208290245,183.6345457076716,183.93742329091765,183.9242903329432,183.9260495409835,183.93742329091765,183.93742329091765,183.93742329091765,186.7857284579659,124,1,[2.8479870000155643],[2.8479917079675943],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.7,1000,exp,20,8,1,space,1.5240919570205733,None,638,1,[7.9139280000235885],[7.913932416005991],1,8,20,11,186.79417666594964,,186.78594400000293,186.79417666594964,187.78535812499467,187.78535812499467,187.78535812499467,189.31427095795516,space,1.5240919570205733,None,189.31556412496138,190.01817254157893,190.32245295797475,190.30723545793444,190.30892858293373,190.32245295797475,190.32245295797475,190.32245295797475,198.23668287496548,638,1,[7.9139280000235885],[7.913932416005991],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
0.1,1000,exp,21,9,1,space,0.8630891659995541,None,675,1,[2.996264542103745],[2.9962693750858307],1,9,21,3,198.24481549998745,,198.23689733294304,198.24481549998745,199.2362109159585,199.2362109159585,199.2362109159585,200.1144576659426,space,0.8630891659995541,None,200.11617937497795,200.2180091245721,200.52350249991287,200.50796449999325,200.50975337496493,200.52350249991287,200.52350249991287,200.52350249991287,203.5200839159079,675,1,[2.996264542103745],[2.9962693750858307],P1.1,001,2025-11-10_13h18.04.604,Intentional Binding exp,,2025.1.1,119.44737677240607,2025-11-10 13h18.16.770298 +0530,
