pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,9.36786079101148,None,0,0,0,0,,,,,0.049255666992394254,,0.03923999998369254,0.049255666992394254,1.013107457984006,1.013107457984006,1.013107457984006,1.013107457984006,1.0443345829844475,1.9978958329884335,1.9978958329884335,11.618206916988129,x,1,9.36786079101148,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
150,v,1,1,0,v,1,1.5518593330052681,None,0,1,1,1,,,,,11.637088874995243,,11.618410249997396,11.637088874995243,12.613669999991544,12.613669999991544,12.613669999991544,12.613669999991544,12.65574195800582,13.61300279200077,13.61300279200077,15.172319292003522,v,1,1.5518593330052681,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
50,c,2,2,0,c,1,2.1115062909957487,None,0,2,2,2,,,,,15.18161883301218,,15.172763832990313,15.18161883301218,16.164218666992383,16.164218666992383,16.164218666992383,16.164218666992383,16.173680832987884,17.162478207988897,17.162478207988897,19.279895957995905,c,1,2.1115062909957487,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-150,z,3,3,0,z,1,1.1044718329794705,None,0,3,3,3,,,,,19.30539145800867,,19.280358582996996,19.30539145800867,20.279503041994758,20.279503041994758,20.279503041994758,20.279503041994758,20.296008875011466,21.272413792001316,21.272413792001316,22.379960457998095,z,1,1.1044718329794705,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-50,x,4,0,1,x,1,0.7166240410006139,None,1,0,4,0,,,,,22.40542229200946,,22.380497083009686,22.40542229200946,23.37935041700257,23.37935041700257,23.37935041700257,23.37935041700257,23.39644241699716,24.389175916992826,24.389175916992826,25.113973375002388,x,1,0.7166240410006139,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
150,v,5,1,1,v,1,0.41733862401451916,None,1,1,5,1,,,,,25.138850082992576,,25.114415249990998,25.138850082992576,26.106175458000507,26.106175458000507,26.106175458000507,26.106175458000507,26.13918175001163,27.112486875004834,27.112486875004834,27.540019749983912,v,1,0.41733862401451916,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
50,c,6,2,1,c,1,0.6521554159990046,None,1,2,6,2,,,,,27.54952308299835,,27.540568083000835,27.54952308299835,28.538925500004552,28.538925500004552,28.538925500004552,28.538925500004552,28.54585558301187,29.53869983300683,29.53869983300683,30.19666179199703,c,1,0.6521554159990046,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-150,z,7,3,1,z,1,0.32357300000148825,None,1,3,7,3,,,,,30.205892666999716,,30.197104207996745,30.205892666999716,31.206263125000987,31.206263125000987,31.206263125000987,31.206263125000987,31.206263125000987,32.18925754199154,32.18925754199154,32.515933124988806,z,1,0.32357300000148825,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-50,x,8,0,2,x,1,0.5199284999980591,None,2,0,8,0,,,,,32.52534387499327,,32.51664845799678,32.52534387499327,33.513865457993234,33.513865457993234,33.513865457993234,33.513865457993234,33.53936345799593,34.51408395799808,34.51408395799808,35.03976854198845,x,1,0.5199284999980591,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
150,v,9,1,2,v,1,0.39547633298207074,None,2,1,9,1,,,,,35.049429792008596,,35.04027829199913,35.049429792008596,36.02985125000123,36.02985125000123,36.02985125000123,36.02985125000123,36.046447917004116,37.05631520799943,37.05631520799943,37.456596500007436,v,1,0.39547633298207074,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
50,c,10,2,2,c,1,1.1149848320055753,None,2,2,10,2,,,,,37.46526416699635,,37.456981875002384,37.46526416699635,38.44664912499138,38.44664912499138,38.44664912499138,38.44664912499138,38.46337479198701,39.47290666701156,39.47290666701156,40.590512750000926,c,1,1.1149848320055753,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-150,z,11,3,2,z,1,1.4955158750235569,None,2,3,11,3,,,,,40.60081537498627,,40.5910853749956,40.60081537498627,41.58945279198815,41.58945279198815,41.58945279198815,41.58945279198815,41.59624879198964,42.5983477080008,42.5983477080008,44.09956337499898,z,1,1.4955158750235569,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-50,x,12,0,3,x,1,0.5054640409944113,None,3,0,12,0,,,,,44.108988207997754,,44.1001264170045,44.108988207997754,45.107050874998095,45.107050874998095,45.107050874998095,45.107050874998095,45.123823417001404,46.09640683300677,46.09640683300677,46.60761425000965,x,1,0.5054640409944113,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
150,v,13,1,3,v,1,0.2604923320177477,None,3,1,13,1,,,,,46.61750758299604,,46.608118583011674,46.61750758299604,47.60646499998984,47.60646499998984,47.60646499998984,47.60646499998984,47.61413674999494,48.606403582991334,48.606403582991334,48.87353962499765,v,1,0.2604923320177477,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
50,c,14,2,3,c,1,0.5378236240067054,None,3,2,14,2,,,,,48.88232895798865,,48.873999333009124,48.88232895798865,49.86366191698471,49.86366191698471,49.86366191698471,49.86366191698471,49.88020283301012,50.86329849998583,50.86329849998583,51.4066149170103,c,1,0.5378236240067054,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-150,z,15,3,3,z,1,0.46899687402765267,None,3,3,15,3,,,,,51.415880207990995,,51.407078958000056,51.415880207990995,52.397296250012005,52.397296250012005,52.397296250012005,52.397296250012005,52.41368295799475,53.397344166995026,53.397344166995026,53.87483629200142,z,1,0.46899687402765267,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-50,x,16,0,4,x,1,0.3782926659914665,None,4,0,16,0,,,,,53.88949549998506,,53.87548879199312,53.88949549998506,54.87303458299721,54.87303458299721,54.87303458299721,54.87303458299721,54.880283917009365,55.8726524579979,55.8726524579979,56.257200332998764,x,1,0.3782926659914665,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
150,v,17,1,4,v,1,0.3577672069950495,None,4,1,17,1,,,,,56.266369791992474,,56.25766050000675,56.266369791992474,57.256190957996296,57.256190957996296,57.256190957996296,57.256190957996296,57.26324008300435,58.25624920800328,58.25624920800328,58.62430508300895,v,1,0.3577672069950495,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
50,c,18,2,4,c,1,0.39365195800201036,None,4,2,18,2,,,,,58.63437183300266,,58.62490704198717,58.63437183300266,59.62373087499873,59.62373087499873,59.62373087499873,59.62373087499873,59.631016291998094,60.63246625001193,60.63246625001193,61.03102095800568,c,1,0.39365195800201036,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-150,z,19,3,4,z,1,0.3425554159912281,None,4,3,19,3,,,,,61.042522832984105,,61.03159974998562,61.042522832984105,62.03163079198566,62.03163079198566,62.03163079198566,62.03163079198566,62.0566609170055,63.02340662499773,63.02340662499773,63.37432029200136,z,1,0.3425554159912281,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
-50,x,20,0,5,x,1,0.38405329099623486,None,5,0,20,0,,,,,63.38446970799123,,63.374870917003136,63.38446970799123,64.37303891699412,64.37303891699412,64.37303891699412,64.37303891699412,64.38047512498451,65.37291445798473,65.37291445798473,65.76550129198586,x,1,0.38405329099623486,None,,,,,p2,001,2025-09-30_14h04.02.683,untitled,,2025.1.1,120.50279789496592,2025-09-30 14h04.18.850214 +0530,
