thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_dist,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,0,15,[np.float64(-0.02666666666666667)],[np.float64(0.21777777777777776)],[1],[0],[0],[3.212830041971756],['target'],15,0,15,0,43.79821916698711,,10,43.784424833982484,43.79821916698711,43.79821916698711,0.026168290991336107,46.9973147919809,[np.float64(-0.02666666666666667)],[np.float64(0.21777777777777776)],[1],[0],[0],[3.212830041971756],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
16,0,16,[np.float64(0.25555555555555554)],[np.float64(0.09777777777777778)],[1],[0],[0],[4.964205833995948],['target'],16,0,16,0,47.037196624994976,,10,47.02358799998183,47.037196624994976,47.037196624994976,0.026043457997730002,51.98784083398641,[np.float64(0.25555555555555554)],[np.float64(0.09777777777777778)],[1],[0],[0],[4.964205833995948],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
17,0,17,[np.float64(0.20444444444444446)],[np.float64(0.46111111111111114)],[1],[0],[0],[2.5495224999904167],['target'],17,0,17,0,52.01577866700245,,10,52.005166583985556,52.01577866700245,52.01577866700245,0.017178667010739446,54.55475891698734,[np.float64(0.20444444444444446)],[np.float64(0.46111111111111114)],[1],[0],[0],[2.5495224999904167],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
18,0,18,[np.float64(-0.4677777777777778)],[np.float64(-0.32555555555555554)],[1],[0],[0],[2.1818241250002757],['target'],18,0,18,0,54.58754033400328,,10,54.575597249990096,54.58754033400328,54.58754033400328,0.02067374999751337,56.7574898339808,[np.float64(-0.4677777777777778)],[np.float64(-0.32555555555555554)],[1],[0],[0],[2.1818241250002757],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
19,0,19,[np.float64(0.32222222222222224)],[np.float64(0.3788888888888889)],[1],[0],[0],[3.8080750000081025],['target'],19,0,19,0,56.796018208988244,,10,56.78239941698848,56.796018208988244,56.796018208988244,0.024696167005458847,60.59054425000795,[np.float64(0.32222222222222224)],[np.float64(0.3788888888888889)],[1],[0],[0],[3.8080750000081025],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
20,0,20,[np.float64(-0.13666666666666666)],[np.float64(-0.38666666666666666)],[0],[0],[0],[4.644493166997563],['target'],20,0,20,0,60.61601020899252,,5,60.60475491700345,60.61601020899252,60.61601020899252,0.01399037498049438,65.24934645899339,[np.float64(-0.13666666666666666)],[np.float64(-0.38666666666666666)],[0],[0],[0],[4.644493166997563],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
21,0,21,[np.float64(0.3611111111111111)],[np.float64(-0.32555555555555554)],[1],[0],[0],[3.1677736669953447],['target'],21,0,21,0,65.29393541699392,,10,65.2799529999902,65.29393541699392,65.29393541699392,0.030387042002985254,68.44779249999556,[np.float64(0.3611111111111111)],[np.float64(-0.32555555555555554)],[1],[0],[0],[3.1677736669953447],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
22,0,22,[np.float64(-0.02)],[np.float64(-0.4588888888888889)],[0],[0],[0],[2.806641707982635],['target'],22,0,22,0,68.49054129200522,,10,68.47647691698512,68.49054129200522,68.49054129200522,0.02843495801789686,71.28320229199016,[np.float64(-0.02)],[np.float64(-0.4588888888888889)],[0],[0],[0],[2.806641707982635],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
23,0,23,[np.float64(0.27555555555555555)],[np.float64(-0.45111111111111113)],[1],[0],[0],[2.097236583009362],['target'],23,0,23,0,71.32555041700834,,10,71.31155358400429,71.32555041700834,71.32555041700834,0.028130749997217208,73.40885937499115,[np.float64(0.27555555555555555)],[np.float64(-0.45111111111111113)],[1],[0],[0],[2.097236583009362],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
24,0,24,[np.float64(0.19333333333333333)],[np.float64(-0.17666666666666667)],[1],[0],[0],[5.7689961249998305],['target'],24,0,24,0,73.45077450000099,,10,73.43692883400945,73.45077450000099,73.45077450000099,0.02781775000039488,79.20597675000317,[np.float64(0.19333333333333333)],[np.float64(-0.17666666666666667)],[1],[0],[0],[5.7689961249998305],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
25,0,25,[np.float64(0.21444444444444444)],[np.float64(-0.23555555555555555)],[1],[0],[0],[1.2600468329910655],['target'],25,0,25,0,79.24174695898546,,10,79.22933408399695,79.24174695898546,79.24174695898546,0.023176792019512504,80.4894360420003,[np.float64(0.21444444444444444)],[np.float64(-0.23555555555555555)],[1],[0],[0],[1.2600468329910655],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
26,0,26,[np.float64(-0.43777777777777777)],[np.float64(-0.43222222222222223)],[1],[0],[0],[4.556011707987636],['target'],26,0,26,0,80.51139695898746,,5,80.50093454198213,80.51139695898746,80.51139695898746,0.011340750003000721,85.05703579200781,[np.float64(-0.43777777777777777)],[np.float64(-0.43222222222222223)],[1],[0],[0],[4.556011707987636],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
27,0,27,[np.float64(-0.43777777777777777)],[np.float64(-0.43222222222222223)],[1],[0],[0],[0.13580737498705275],[None],27,0,27,0,85.0997170000046,,10,85.0854668749962,85.0997170000046,85.0997170000046,0.028217709012096748,85.22130145900883,[np.float64(-0.43777777777777777)],[np.float64(-0.43222222222222223)],[1],[0],[0],[0.13580737498705275],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
28,0,28,[np.float64(0.24888888888888888)],[np.float64(-0.21666666666666667)],[1],[0],[0],[1.800963582994882],['target'],28,0,28,0,85.25242754200008,,10,85.2411937500001,85.25242754200008,85.25242754200008,0.019737208989681676,87.04222999999183,[np.float64(0.24888888888888888)],[np.float64(-0.21666666666666667)],[1],[0],[0],[1.800963582994882],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
29,0,29,[np.float64(-0.051111111111111114)],[np.float64(0.25555555555555554)],[0],[0],[0],[1.7260961669962853],['target'],29,0,29,0,87.06884429199272,,5,87.0573627089907,87.06884429199272,87.06884429199272,0.014927000011084601,88.78353383400827,[np.float64(-0.051111111111111114)],[np.float64(0.25555555555555554)],[0],[0],[0],[1.7260961669962853],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
30,0,30,[np.float64(-0.20777777777777778)],[np.float64(0.16444444444444445)],[0],[0],[0],[2.4859306250000373],['target'],30,0,30,0,88.82729549999931,,10,88.81321270900662,88.82729549999931,88.82729549999931,0.02945908298715949,91.29920549999224,[np.float64(-0.20777777777777778)],[np.float64(0.16444444444444445)],[0],[0],[0],[2.4859306250000373],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
31,0,31,[np.float64(0.40444444444444444)],[np.float64(0.46)],[1],[0],[0],[2.9258969169750344],['target'],31,0,31,0,91.32494645900442,,5,91.31441345898202,91.32494645900442,91.32494645900442,0.01499620798858814,94.24039137500222,[np.float64(0.40444444444444444)],[np.float64(0.46)],[1],[0],[0],[2.9258969169750344],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
32,0,32,[np.float64(0.13333333333333333)],[np.float64(0.15666666666666668)],[1],[0],[0],[2.955705083004432],['target'],32,0,32,0,94.28180083399639,,10,94.26760629200726,94.28180083399639,94.28180083399639,0.027000708010746166,97.22336674999679,[np.float64(0.13333333333333333)],[np.float64(0.15666666666666668)],[1],[0],[0],[2.955705083004432],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
33,0,33,[np.float64(-0.46111111111111114)],[np.float64(-0.42)],[1],[0],[0],[4.66117020798265],['target'],33,0,33,0,97.25799337500939,,10,97.2458753749961,97.25799337500939,97.25799337500939,0.02231545900576748,101.90710162499454,[np.float64(-0.46111111111111114)],[np.float64(-0.42)],[1],[0],[0],[4.66117020798265],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
34,0,34,[np.float64(-0.3244444444444444)],[np.float64(-0.12666666666666668)],[1],[0],[0],[1.9869252500066068],['target'],34,0,34,0,101.93018554200535,,5,101.91953641700093,101.93018554200535,101.93018554200535,0.0122538750001695,103.90653433400439,[np.float64(-0.3244444444444444)],[np.float64(-0.12666666666666668)],[1],[0],[0],[1.9869252500066068],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
35,0,35,[np.float64(0.19333333333333333)],[np.float64(0.09777777777777778)],[1],[0],[0],[2.103874916996574],['target'],35,0,35,0,103.93116204199032,,5,103.91975308398833,103.93116204199032,103.93116204199032,0.013063958002021536,106.02371499998844,[np.float64(0.19333333333333333)],[np.float64(0.09777777777777778)],[1],[0],[0],[2.103874916996574],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
36,0,36,[np.float64(-0.39555555555555555)],[np.float64(0.12222222222222222)],[1],[0],[0],[2.806053666980006],['target'],36,0,36,0,106.06532100000186,,10,106.0508017920074,106.06532100000186,106.06532100000186,0.026867375010624528,108.85691045899875,[np.float64(-0.39555555555555555)],[np.float64(0.12222222222222222)],[1],[0],[0],[2.806053666980006],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
37,0,37,[np.float64(-0.01888888888888889)],[np.float64(0.1511111111111111)],[1],[0],[0],[2.1147904160025064],['target'],37,0,37,0,108.88981270900695,,10,108.87830795900663,108.88981270900695,108.88981270900695,0.021217834000708535,110.99318537500221,[np.float64(-0.01888888888888889)],[np.float64(0.1511111111111111)],[1],[0],[0],[2.1147904160025064],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
38,0,38,[np.float64(-0.01888888888888889)],[np.float64(0.1511111111111111)],[1],[0],[0],[0.12897695798892528],[None],38,0,38,0,111.02130770898657,,5,111.00951249999343,111.02130770898657,111.02130770898657,0.016074500017566606,111.13854891699157,[np.float64(-0.01888888888888889)],[np.float64(0.1511111111111111)],[1],[0],[0],[0.12897695798892528],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
39,0,39,[np.float64(0.26666666666666666)],[np.float64(0.41333333333333333)],[1],[0],[0],[6.6429857080220245],['target'],39,0,39,0,111.17667104199063,,10,111.16312937499606,111.17667104199063,111.17667104199063,0.024412915983702987,117.80619204198592,[np.float64(0.26666666666666666)],[np.float64(0.41333333333333333)],[1],[0],[0],[6.6429857080220245],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
40,0,40,[np.float64(0.26666666666666666)],[np.float64(0.41333333333333333)],[1],[0],[0],[0.1460428750142455],[None],40,0,40,0,117.83849312498933,,10,117.82685458398191,117.83849312498933,117.83849312498933,0.020493750023888424,117.97295041699545,[np.float64(0.26666666666666666)],[np.float64(0.41333333333333333)],[1],[0],[0],[0.1460428750142455],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
41,0,41,[np.float64(-0.18888888888888888)],[np.float64(0.47555555555555556)],[1],[0],[0],[6.294601875008084],['target'],41,0,41,0,117.9923165839864,,5,117.98361866699997,117.9923165839864,117.9923165839864,0.01051216700579971,124.27830487498431,[np.float64(-0.18888888888888888)],[np.float64(0.47555555555555556)],[1],[0],[0],[6.294601875008084],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
42,0,42,[np.float64(-0.18888888888888888)],[np.float64(0.47555555555555556)],[1],[0],[0],[0.07993020900175907],[None],42,0,42,0,124.43831612498616,,10,124.42846333398484,124.43831612498616,124.43831612498616,0.1499767079949379,124.50843779198476,[np.float64(-0.18888888888888888)],[np.float64(0.47555555555555556)],[1],[0],[0],[0.07993020900175907],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
43,0,43,[np.float64(-0.042222222222222223)],[np.float64(0.1388888888888889)],[0],[0],[0],[5.144905374996597],['target'],43,0,43,0,124.53305370899034,,10,124.52297237500898,124.53305370899034,124.53305370899034,0.014418708015000448,129.66797058400698,[np.float64(-0.042222222222222223)],[np.float64(0.1388888888888889)],[0],[0],[0],[5.144905374996597],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
44,0,44,[np.float64(-0.042222222222222223)],[np.float64(0.1388888888888889)],[1],[0],[0],[0.16017033299431205],[None],44,0,44,0,129.7094682919851,,10,129.69568800000707,129.7094682919851,129.7094682919851,0.02745762499398552,129.85589854198042,[np.float64(-0.042222222222222223)],[np.float64(0.1388888888888889)],[1],[0],[0],[0.16017033299431205],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
45,0,45,[np.float64(0.21)],[np.float64(0.24)],[1],[0],[0],[2.540991749992827],['target'],45,0,45,0,129.87574633400072,,5,129.8666433339822,129.87574633400072,129.87574633400072,0.010590124991722405,132.4077249999973,[np.float64(0.21)],[np.float64(0.24)],[1],[0],[0],[2.540991749992827],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
46,0,46,[np.float64(-0.35777777777777775)],[np.float64(-0.21555555555555556)],[1],[0],[0],[3.7039897079812363],['target'],46,0,46,0,132.45079837500816,,10,132.43623649998335,132.45079837500816,132.45079837500816,0.02830166698549874,136.14027787500527,[np.float64(-0.35777777777777775)],[np.float64(-0.21555555555555556)],[1],[0],[0],[3.7039897079812363],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
47,0,47,[np.float64(-0.35777777777777775)],[np.float64(-0.21555555555555556)],[1],[0],[0],[0.17103008399135433],[None],47,0,47,0,136.16305379199912,,5,136.15282558399485,136.16305379199912,136.16305379199912,0.012357625004369766,136.3239306669857,[np.float64(-0.35777777777777775)],[np.float64(-0.21555555555555556)],[1],[0],[0],[0.17103008399135433],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
48,0,48,[np.float64(0.45)],[np.float64(-0.01888888888888889)],[1],[0],[0],[2.941327749984339],['target'],48,0,48,0,136.36218195900437,,10,136.3484743750014,136.36218195900437,136.36218195900437,0.024371333012823015,139.2898675839824,[np.float64(0.45)],[np.float64(-0.01888888888888889)],[1],[0],[0],[2.941327749984339],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
49,0,49,[np.float64(0.45)],[np.float64(-0.01888888888888889)],[1],[0],[0],[0.14574500001617707],[None],49,0,49,0,139.32222920900676,,10,139.31065891700564,139.32222920900676,139.32222920900676,0.020613250002497807,139.45644341700245,[np.float64(0.45)],[np.float64(-0.01888888888888889)],[1],[0],[0],[0.14574500001617707],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
50,0,50,[np.float64(0.31555555555555553)],[np.float64(0.26)],[1],[0],[0],[2.3498602909967303],['target'],50,0,50,0,139.48451412498252,,10,139.4740767919866,139.48451412498252,139.48451412498252,0.01749749999726191,141.82399170898134,[np.float64(0.31555555555555553)],[np.float64(0.26)],[1],[0],[0],[2.3498602909967303],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
51,0,51,[np.float64(-0.2088888888888889)],[np.float64(0.38333333333333336)],[1],[0],[0],[2.073464666988002],['target'],51,0,51,0,141.8456194169994,,5,141.8352816249826,141.8456194169994,141.8456194169994,0.011135624983580783,143.90882937499555,[np.float64(-0.2088888888888889)],[np.float64(0.38333333333333336)],[1],[0],[0],[2.073464666988002],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
52,0,52,[np.float64(-0.39222222222222225)],[np.float64(-0.14444444444444443)],[1],[0],[0],[3.3207616249856073],['target'],52,0,52,0,143.95050741700106,,10,143.93654724999215,143.95050741700106,143.95050741700106,0.027510291984071955,147.25736837499426,[np.float64(-0.39222222222222225)],[np.float64(-0.14444444444444443)],[1],[0],[0],[3.3207616249856073],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
53,0,53,[np.float64(-0.4022222222222222)],[np.float64(-0.2611111111111111)],[0],[0],[0],[3.0320000410138164],['target'],53,0,53,0,147.27996704200632,,5,147.26934149998124,147.27996704200632,147.27996704200632,0.01181841699872166,150.30145395899308,[np.float64(-0.4022222222222222)],[np.float64(-0.2611111111111111)],[0],[0],[0],[3.0320000410138164],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
54,0,54,[np.float64(0.23666666666666666)],[np.float64(-0.1111111111111111)],[1],[0],[0],[4.839000625011977],['target'],54,0,54,0,150.33093170900247,,5,150.31925916700857,150.33093170900247,150.33093170900247,0.01754279198939912,155.15833404200384,[np.float64(0.23666666666666666)],[np.float64(-0.1111111111111111)],[1],[0],[0],[4.839000625011977],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
55,0,55,[np.float64(0.23222222222222222)],[np.float64(-0.47)],[0],[0],[0],[4.9145792920026],['target'],55,0,55,0,155.20084345899522,,10,155.18664083399926,155.20084345899522,155.20084345899522,0.028106125013437122,160.10128691699356,[np.float64(0.23222222222222222)],[np.float64(-0.47)],[0],[0],[0],[4.9145792920026],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
