thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_dist,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0,56,[np.float64(0.23222222222222222)],[np.float64(-0.47)],[1],[0],[0],[0.1585361670004204],[None],56,0,56,0,160.12531108400435,,5,160.11547733400948,160.12531108400435,160.12531108400435,0.013981333991978317,160.2740778340085,[np.float64(0.23222222222222222)],[np.float64(-0.47)],[1],[0],[0],[0.1585361670004204],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
57,0,57,[np.float64(0.4588888888888889)],[np.float64(-0.4088888888888889)],[1],[0],[0],[4.485052624979289],['target'],57,0,57,0,160.31198066700017,,10,160.2982212920033,160.31198066700017,160.31198066700017,0.023975249991053715,164.78333670899156,[np.float64(0.4588888888888889)],[np.float64(-0.4088888888888889)],[1],[0],[0],[4.485052624979289],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
58,0,58,[np.float64(-0.03222222222222222)],[np.float64(0.3811111111111111)],[1],[0],[0],[2.615298166987486],['target'],58,0,58,0,164.82372504199157,,10,164.80994787500822,164.82372504199157,164.82372504199157,0.026407166995340958,167.42530433399952,[np.float64(-0.03222222222222222)],[np.float64(0.3811111111111111)],[1],[0],[0],[2.615298166987486],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
59,0,59,[np.float64(-0.4777777777777778)],[np.float64(0.056666666666666664)],[1],[0],[0],[2.5931501249724533],['target'],59,0,59,0,167.4594777500024,,10,167.4476699589868,167.4594777500024,167.4594777500024,0.02218720901873894,170.0408820839948,[np.float64(-0.4777777777777778)],[np.float64(0.056666666666666664)],[1],[0],[0],[2.5931501249724533],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
60,0,60,[np.float64(-0.17777777777777778)],[np.float64(-0.16333333333333333)],[1],[0],[0],[3.1463308749953285],['target'],60,0,60,0,170.0734371249855,,10,170.0616805839818,170.0734371249855,170.0734371249855,0.020634540996979922,173.20806541698403,[np.float64(-0.17777777777777778)],[np.float64(-0.16333333333333333)],[1],[0],[0],[3.1463308749953285],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
61,0,61,[np.float64(-0.10222222222222223)],[np.float64(0.08555555555555555)],[1],[0],[0],[2.8298864169919398],['target'],61,0,61,0,173.23979716698523,,10,173.2284201250004,173.23979716698523,173.23979716698523,0.020181458006845787,176.0583651670022,[np.float64(-0.10222222222222223)],[np.float64(0.08555555555555555)],[1],[0],[0],[2.8298864169919398],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
62,0,62,[np.float64(-0.29)],[np.float64(0.12222222222222222)],[1],[0],[0],[2.205910999997286],['target'],62,0,62,0,176.08044754198636,,5,176.07003979198635,176.08044754198636,176.08044754198636,0.011496624996652827,178.2760375420039,[np.float64(-0.29)],[np.float64(0.12222222222222222)],[1],[0],[0],[2.205910999997286],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
63,0,63,[np.float64(-0.23)],[np.float64(-0.3611111111111111)],[1],[0],[0],[5.200752083997941],['target'],63,0,63,0,178.30266220899648,,5,178.29102195898304,178.30266220899648,178.30266220899648,0.01478512497851625,183.49185820898856,[np.float64(-0.23)],[np.float64(-0.3611111111111111)],[1],[0],[0],[5.200752083997941],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
64,0,64,[np.float64(0.25333333333333335)],[np.float64(-0.044444444444444446)],[1],[0],[0],[5.190988499991363],['target'],64,0,64,0,183.53460270899814,,10,183.52006079198327,183.53460270899814,183.53460270899814,0.027993416995741427,188.71111654199194,[np.float64(0.25333333333333335)],[np.float64(-0.044444444444444446)],[1],[0],[0],[5.190988499991363],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
65,0,65,[np.float64(0.46444444444444444)],[np.float64(0.05555555555555555)],[1],[0],[0],[6.6723827089881524],['target'],65,0,65,0,188.75251241700607,,10,188.7384519999905,188.75251241700607,188.75251241700607,0.027130916016176343,195.41089895900222,[np.float64(0.46444444444444444)],[np.float64(0.05555555555555555)],[1],[0],[0],[6.6723827089881524],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
66,0,66,[np.float64(0.42777777777777776)],[np.float64(-0.12222222222222222)],[1],[0],[0],[3.0671927079965826],['target'],66,0,66,0,195.43721220898442,,5,195.42590404200018,195.43721220898442,195.43721220898442,0.01480141599313356,198.49317837500712,[np.float64(0.42777777777777776)],[np.float64(-0.12222222222222222)],[1],[0],[0],[3.0671927079965826],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
67,0,67,[np.float64(-0.2477777777777778)],[np.float64(-0.2088888888888889)],[1],[0],[0],[2.2035450839903206],['target'],67,0,67,0,198.53625741699943,,10,198.5217702089867,198.53625741699943,198.53625741699943,0.028379000024870038,200.72537408399512,[np.float64(-0.2477777777777778)],[np.float64(-0.2088888888888889)],[1],[0],[0],[2.2035450839903206],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
68,0,68,[np.float64(-0.2477777777777778)],[np.float64(-0.2088888888888889)],[1],[0],[0],[0.13773508401936851],[None],68,0,68,0,200.7469229999988,,5,200.73680945899105,200.7469229999988,200.7469229999988,0.011283583007752895,200.87460679200012,[np.float64(-0.2477777777777778)],[np.float64(-0.2088888888888889)],[1],[0],[0],[0.13773508401936851],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
69,0,69,[np.float64(0.3233333333333333)],[np.float64(-0.2733333333333333)],[0],[0],[0],[2.387295374996029],['target'],69,0,69,0,200.91035870899213,,10,200.898255624983,200.91035870899213,200.91035870899213,0.023504374985350296,203.2856224589923,[np.float64(0.3233333333333333)],[np.float64(-0.2733333333333333)],[0],[0],[0],[2.387295374996029],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
70,0,70,[np.float64(0.2922222222222222)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.7113233749987558],['target'],70,0,70,0,203.30994862498483,,5,203.2998878340004,203.30994862498483,203.30994862498483,0.01406145902001299,206.01128999999491,[np.float64(0.2922222222222222)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.7113233749987558],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
71,0,71,[np.float64(0.3422222222222222)],[np.float64(-0.035555555555555556)],[1],[0],[0],[1.8297465830110013],['target'],71,0,71,0,206.05630312499125,,10,206.0413870420016,206.05630312499125,206.05630312499125,0.029890665988205,207.8711935839965,[np.float64(0.3422222222222222)],[np.float64(-0.035555555555555556)],[1],[0],[0],[1.8297465830110013],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
72,0,72,[np.float64(0.12)],[np.float64(0.14555555555555555)],[1],[0],[0],[4.573757417005254],['target'],72,0,72,0,207.89802787499502,,5,207.88651637500152,207.89802787499502,207.89802787499502,0.01512162500876002,212.46035350000602,[np.float64(0.12)],[np.float64(0.14555555555555555)],[1],[0],[0],[4.573757417005254],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
73,0,73,[np.float64(-0.3422222222222222)],[np.float64(-0.20777777777777778)],[0],[0],[0],[3.208485249982914],['target'],73,0,73,0,212.48966708398075,,5,212.47795154200867,212.48966708398075,212.48966708398075,0.017391875007888302,215.68651366699487,[np.float64(-0.3422222222222222)],[np.float64(-0.20777777777777778)],[0],[0],[0],[3.208485249982914],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
74,0,74,[np.float64(0.052222222222222225)],[np.float64(-0.4766666666666667)],[1],[0],[0],[1.4554425830137916],['target'],74,0,74,0,215.71557974998723,,5,215.70401466698968,215.71557974998723,215.71557974998723,0.017300749983405694,217.15953220898518,[np.float64(0.052222222222222225)],[np.float64(-0.4766666666666667)],[1],[0],[0],[1.4554425830137916],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
75,0,75,[np.float64(0.4066666666666667)],[np.float64(-0.18)],[1],[0],[0],[1.7171332080033608],['target'],75,0,75,0,217.18865437500062,,5,217.176766708988,217.18865437500062,217.18865437500062,0.01703712501330301,218.893983499991,[np.float64(0.4066666666666667)],[np.float64(-0.18)],[1],[0],[0],[1.7171332080033608],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
76,0,76,[np.float64(-0.06222222222222222)],[np.float64(-0.33555555555555555)],[1],[0],[0],[2.797393333981745],['target'],76,0,76,0,218.93475779198343,,10,218.92082899998059,218.93475779198343,218.93475779198343,0.02664637498673983,221.71830179198878,[np.float64(-0.06222222222222222)],[np.float64(-0.33555555555555555)],[1],[0],[0],[2.797393333981745],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
77,0,77,[np.float64(-0.051111111111111114)],[np.float64(-0.4955555555555556)],[1],[0],[0],[2.1788705000071786],['target'],77,0,77,0,221.74727595900185,,5,221.73544908399344,221.74727595900185,221.74727595900185,0.01689679201808758,223.91445687500527,[np.float64(-0.051111111111111114)],[np.float64(-0.4955555555555556)],[1],[0],[0],[2.1788705000071786],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
78,0,78,[np.float64(-0.48777777777777775)],[np.float64(0.4222222222222222)],[1],[0],[0],[3.147296124981949],['target'],78,0,78,0,223.96086241700687,,10,223.94581499998458,223.96086241700687,223.96086241700687,0.030853500007651746,227.09314579199417,[np.float64(-0.48777777777777775)],[np.float64(0.4222222222222222)],[1],[0],[0],[3.147296124981949],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
79,0,79,[np.float64(-0.4033333333333333)],[np.float64(-0.20333333333333334)],[1],[0],[0],[2.6040300419845153],['target'],79,0,79,0,227.11672516699764,,5,227.1056917090027,227.11672516699764,227.11672516699764,0.012369958974886686,229.70980841698474,[np.float64(-0.4033333333333333)],[np.float64(-0.20333333333333334)],[1],[0],[0],[2.6040300419845153],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
80,0,80,[np.float64(-0.42)],[np.float64(0.18666666666666668)],[1],[0],[0],[2.166986416996224],['target'],80,0,80,0,229.73848854200332,,5,229.7267554999853,229.73848854200332,229.73848854200332,0.016718708007829264,231.89381462498568,[np.float64(-0.42)],[np.float64(0.18666666666666668)],[1],[0],[0],[2.166986416996224],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
81,0,81,[np.float64(0.5)],[np.float64(0.2733333333333333)],[1],[0],[0],[3.6552478749945294],['target'],81,0,81,0,231.9365872500057,,10,231.9221745840041,231.9365872500057,231.9365872500057,0.028156957996543497,235.57748704199912,[np.float64(0.5)],[np.float64(0.2733333333333333)],[1],[0],[0],[3.6552478749945294],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
82,0,82,[np.float64(-0.44666666666666666)],[np.float64(0.23555555555555555)],[1],[0],[0],[4.773148917010985],['target'],82,0,82,0,235.61788491698098,,10,235.6036311670032,235.61788491698098,235.61788491698098,0.0259470839810092,240.3768304589903,[np.float64(-0.44666666666666666)],[np.float64(0.23555555555555555)],[1],[0],[0],[4.773148917010985],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
83,0,83,[np.float64(-0.44666666666666666)],[np.float64(0.23555555555555555)],[1],[0],[0],[0.17644483302137814],[None],83,0,83,0,240.41060441700392,,10,240.3990757499996,240.41060441700392,240.41060441700392,0.02209020801819861,240.57556666698656,[np.float64(-0.44666666666666666)],[np.float64(0.23555555555555555)],[1],[0],[0],[0.17644483302137814],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
84,0,84,[np.float64(0.005555555555555556)],[np.float64(0.07666666666666666)],[1],[0],[0],[2.3494802090281155],['target'],84,0,84,0,240.60526937499526,,10,240.5941608749854,240.60526937499526,240.60526937499526,0.018454749981174245,242.94369870898663,[np.float64(0.005555555555555556)],[np.float64(0.07666666666666666)],[1],[0],[0],[2.3494802090281155],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
85,0,85,[np.float64(0.21555555555555556)],[np.float64(-0.41555555555555557)],[1],[0],[0],[3.0552299999981187],['target'],85,0,85,0,242.96557562498492,,5,242.95517245898372,242.96557562498492,242.96557562498492,0.01130529202055186,246.01047462498536,[np.float64(0.21555555555555556)],[np.float64(-0.41555555555555557)],[1],[0],[0],[3.0552299999981187],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
86,0,86,[np.float64(0.16)],[np.float64(-0.2788888888888889)],[1],[0],[0],[2.4006552920036484],['target'],86,0,86,0,246.05160383399925,,10,246.03753708399017,246.05160383399925,246.05160383399925,0.026864209008635953,248.43825441700756,[np.float64(0.16)],[np.float64(-0.2788888888888889)],[1],[0],[0],[2.4006552920036484],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
87,0,87,[np.float64(0.16)],[np.float64(-0.2788888888888889)],[1],[0],[0],[0.17428420801297761],[None],87,0,87,0,248.46350749998237,,5,248.45224508398678,248.46350749998237,248.46350749998237,0.013792457990348339,248.62660033398424,[np.float64(0.16)],[np.float64(-0.2788888888888889)],[1],[0],[0],[0.17428420801297761],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
88,0,88,[np.float64(0.22555555555555556)],[np.float64(0.1811111111111111)],[1],[0],[0],[2.432835666986648],['target'],88,0,88,0,248.66551345898188,,10,248.65230858398718,248.66551345898188,248.66551345898188,0.025541749986587092,251.08521154199843,[np.float64(0.22555555555555556)],[np.float64(0.1811111111111111)],[1],[0],[0],[2.432835666986648],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
89,0,89,[np.float64(0.22555555555555556)],[np.float64(0.1811111111111111)],[1],[0],[0],[0.21331466699484736],[None],89,0,89,0,251.10616970900446,,5,251.09646545900614,251.10616970900446,251.10616970900446,0.011105124984169379,251.30985070898896,[np.float64(0.22555555555555556)],[np.float64(0.1811111111111111)],[1],[0],[0],[0.21331466699484736],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
90,0,90,[np.float64(-0.14)],[np.float64(-0.22666666666666666)],[1],[0],[0],[2.5560179999738466],['target'],90,0,90,0,251.3510957089893,,10,251.33681112498743,251.3510957089893,251.3510957089893,0.026796916994499043,253.89288779199705,[np.float64(-0.14)],[np.float64(-0.22666666666666666)],[1],[0],[0],[2.5560179999738466],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
91,0,91,[np.float64(0.16666666666666666)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.6318012080155313],['target'],91,0,91,0,253.92566404200625,,10,253.91369495898834,253.92566404200625,253.92566404200625,0.02065045799827203,255.54556524998043,[np.float64(0.16666666666666666)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.6318012080155313],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
92,0,92,[np.float64(0.24888888888888888)],[np.float64(-0.03888888888888889)],[1],[0],[0],[1.7021052919735666],['target'],92,0,92,0,255.57178149998072,,5,255.56036991698784,255.57178149998072,255.57178149998072,0.01460537500679493,257.2625559589942,[np.float64(0.24888888888888888)],[np.float64(-0.03888888888888889)],[1],[0],[0],[1.7021052919735666],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
93,0,93,[np.float64(-0.13666666666666666)],[np.float64(-0.3933333333333333)],[1],[0],[0],[2.4892342909879517],['target'],93,0,93,0,257.29210262498236,,5,257.2800547500083,257.29210262498236,257.29210262498236,0.017304915993008763,259.76938504198915,[np.float64(-0.13666666666666666)],[np.float64(-0.3933333333333333)],[1],[0],[0],[2.4892342909879517],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
94,0,94,[np.float64(0.04)],[np.float64(0.24222222222222223)],[1],[0],[0],[2.624946666008327],['target'],94,0,94,0,259.8001047500002,,5,259.7874892499822,259.8001047500002,259.8001047500002,0.01785049997852184,262.41251308398205,[np.float64(0.04)],[np.float64(0.24222222222222223)],[1],[0],[0],[2.624946666008327],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
95,0,95,[np.float64(0.3)],[np.float64(-0.1388888888888889)],[1],[0],[0],[2.9832920000189915],['target'],95,0,95,0,262.4574999589822,,10,262.4429839589866,262.4574999589822,262.4574999589822,0.030268165981397033,265.42633879199275,[np.float64(0.3)],[np.float64(-0.1388888888888889)],[1],[0],[0],[2.9832920000189915],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
96,0,96,[np.float64(0.3)],[np.float64(-0.1388888888888889)],[1],[0],[0],[0.17964487499557436],[None],96,0,96,0,265.458717417001,,10,265.4470387089823,265.458717417001,265.458717417001,0.020536790980258957,265.6267317919992,[np.float64(0.3)],[np.float64(-0.1388888888888889)],[1],[0],[0],[0.17964487499557436],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
97,0,97,[np.float64(-0.025555555555555557)],[np.float64(-0.32555555555555554)],[1],[0],[0],[2.414886916987598],['target'],97,0,97,0,265.6573193749937,,10,265.64619262499036,265.6573193749937,265.6573193749937,0.019307250011479482,268.0611379169859,[np.float64(-0.025555555555555557)],[np.float64(-0.32555555555555554)],[1],[0],[0],[2.414886916987598],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
98,0,98,[np.float64(-0.36)],[np.float64(0.34)],[1],[0],[0],[2.6972757499897853],['target'],98,0,98,0,268.0946334589971,,10,268.08274858398363,268.0946334589971,268.0946334589971,0.021435458009364083,270.780096167,[np.float64(-0.36)],[np.float64(0.34)],[1],[0],[0],[2.6972757499897853],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
99,0,99,[np.float64(-0.31222222222222223)],[np.float64(-0.40444444444444444)],[1],[0],[0],[3.3993646660237573],['target'],99,0,99,0,270.8064562919899,,5,270.7952040839882,270.8064562919899,270.8064562919899,0.014907917007803917,274.19463641699986,[np.float64(-0.31222222222222223)],[np.float64(-0.40444444444444444)],[1],[0],[0],[3.3993646660237573],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
100,0,100,[np.float64(0.4411111111111111)],[np.float64(0.33666666666666667)],[1],[0],[0],[3.743059208005434],['target'],100,0,100,0,274.2217037919909,,5,274.20976029199664,274.2217037919909,274.2217037919909,0.014960750006139278,277.95292220899137,[np.float64(0.4411111111111111)],[np.float64(0.33666666666666667)],[1],[0],[0],[3.743059208005434],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
101,0,101,[np.float64(0.45222222222222225)],[np.float64(0.47888888888888886)],[1],[0],[0],[7.346904667007038],['target'],101,0,101,0,277.9984875000082,,10,277.98384929198073,277.9984875000082,277.9984875000082,0.030671915999846533,285.33080858399626,[np.float64(0.45222222222222225)],[np.float64(0.47888888888888886)],[1],[0],[0],[7.346904667007038],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
102,0,102,[np.float64(0.16555555555555557)],[np.float64(0.07)],[1],[0],[0],[1.8266957919986453],['target'],102,0,102,0,285.36157583398744,,10,285.35071008399245,285.36157583398744,285.36157583398744,0.01974695801618509,287.1774622919911,[np.float64(0.16555555555555557)],[np.float64(0.07)],[1],[0],[0],[1.8266957919986453],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
103,0,103,[np.float64(-0.4577777777777778)],[np.float64(-0.35777777777777775)],[1],[0],[0],[2.7403877500037197],['target'],103,0,103,0,287.1996763339848,,5,287.18898716699914,287.1996763339848,287.1996763339848,0.011356958013493568,289.9294912919868,[np.float64(-0.4577777777777778)],[np.float64(-0.35777777777777775)],[1],[0],[0],[2.7403877500037197],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
104,0,104,[np.float64(-0.4211111111111111)],[np.float64(0.33)],[1],[0],[0],[3.339551292010583],['target'],104,0,104,0,289.9722007919918,,10,289.95825412499835,289.9722007919918,289.9722007919918,0.028470041987020522,293.29787920898525,[np.float64(-0.4211111111111111)],[np.float64(0.33)],[1],[0],[0],[3.339551292010583],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
105,0,105,[np.float64(-0.04777777777777778)],[np.float64(0.4588888888888889)],[1],[0],[0],[3.953933374985354],['target'],105,0,105,0,293.34007599999313,,10,293.3260515840084,293.34007599999313,293.34007599999313,0.02787858300143853,297.28004954199423,[np.float64(-0.04777777777777778)],[np.float64(0.4588888888888889)],[1],[0],[0],[3.953933374985354],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
106,0,106,[np.float64(0.2922222222222222)],[np.float64(0.03222222222222222)],[1],[0],[0],[2.4341758750088047],['target'],106,0,106,0,297.30550887499703,,5,297.2944579589821,297.30550887499703,297.30550887499703,0.01420345899532549,299.72871525000664,[np.float64(0.2922222222222222)],[np.float64(0.03222222222222222)],[1],[0],[0],[2.4341758750088047],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
107,0,107,[np.float64(-0.2922222222222222)],[np.float64(-0.13555555555555557)],[1],[0],[0],[2.0525203330034856],['target'],107,0,107,0,299.75525437499164,,5,299.7436549589911,299.75525437499164,299.75525437499164,0.014735667005879804,301.79626112498227,[np.float64(-0.2922222222222222)],[np.float64(-0.13555555555555557)],[1],[0],[0],[2.0525203330034856],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
108,0,108,[np.float64(0.31777777777777777)],[np.float64(0.03888888888888889)],[1],[0],[0],[3.8842552499845624],['target'],108,0,108,0,301.8417533749889,,10,301.82696058400325,301.8417533749889,301.8417533749889,0.030503165995469317,305.7112697499979,[np.float64(0.31777777777777777)],[np.float64(0.03888888888888889)],[1],[0],[0],[3.8842552499845624],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
109,0,109,[np.float64(0.07222222222222222)],[np.float64(0.4677777777777778)],[1],[0],[0],[3.9779357920051552],['target'],109,0,109,0,305.74660225000116,,10,305.73410929198144,305.74660225000116,305.74660225000116,0.022662583010969684,309.7121239170083,[np.float64(0.07222222222222222)],[np.float64(0.4677777777777778)],[1],[0],[0],[3.9779357920051552],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
110,0,110,[np.float64(0.1411111111111111)],[np.float64(-0.3522222222222222)],[0],[0],[0],[3.820021291001467],['target'],110,0,110,0,309.7478391669865,,10,309.7350243339897,309.7478391669865,309.7478391669865,0.022714958991855383,313.5551176669833,[np.float64(0.1411111111111111)],[np.float64(-0.3522222222222222)],[0],[0],[0],[3.820021291001467],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
111,0,111,[np.float64(0.1411111111111111)],[np.float64(-0.3522222222222222)],[1],[0],[0],[0.17438745801337063],[None],111,0,111,0,313.57991987498826,,5,313.569715916994,313.57991987498826,313.57991987498826,0.014405666006496176,313.7441650420078,[np.float64(0.1411111111111111)],[np.float64(-0.3522222222222222)],[1],[0],[0],[0.17438745801337063],[None],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
112,0,112,[np.float64(0.41333333333333333)],[np.float64(-0.30777777777777776)],[1],[0],[0],[2.320713875000365],['target'],112,0,112,0,313.77045708399964,,5,313.75886100000935,313.77045708399964,313.77045708399964,0.014534457994159311,316.0796577089932,[np.float64(0.41333333333333333)],[np.float64(-0.30777777777777776)],[1],[0],[0],[2.320713875000365],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
113,0,113,[np.float64(-0.4177777777777778)],[np.float64(-0.13555555555555557)],[1],[0],[0],[2.351541125011863],['target'],113,0,113,0,316.12408254199545,,10,316.1094023750047,316.12408254199545,316.12408254199545,0.029546832985943183,318.4609911669977,[np.float64(-0.4177777777777778)],[np.float64(-0.13555555555555557)],[1],[0],[0],[2.351541125011863],['target'],p2,001,2025-09-30_13h13.49.439,Experiment,,2025.1.1,120.1043716614877,2025-09-30 13h14.01.508087 +0530,
