thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_dist,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.4888888888888889)],[np.float64(0.45222222222222225)],[1],[0],[0],[3.0996398749994114],['target'],10,0,10,0,25.28038604199537,,10,25.265990292013157,25.28038604199537,25.28038604199537,0.02802166700712405,28.36569633401814,[np.float64(0.4888888888888889)],[np.float64(0.45222222222222225)],[1],[0],[0],[3.0996398749994114],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
11,0,11,[np.float64(-0.29888888888888887)],[np.float64(-0.3411111111111111)],[1],[0],[0],[2.7919749169959687],['target'],11,0,11,0,28.406008334015496,,10,28.391881624993403,28.406008334015496,28.406008334015496,0.025978166988352314,31.183937541994965,[np.float64(-0.29888888888888887)],[np.float64(-0.3411111111111111)],[1],[0],[0],[2.7919749169959687],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
12,0,12,[np.float64(0.3233333333333333)],[np.float64(0.4677777777777778)],[1],[0],[0],[3.4601154170231894],['target'],12,0,12,0,31.210384083999088,,5,31.198975084000267,31.210384083999088,31.210384083999088,0.014832165994448587,34.65916537499288,[np.float64(0.3233333333333333)],[np.float64(0.4677777777777778)],[1],[0],[0],[3.4601154170231894],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
13,0,13,[np.float64(0.12222222222222222)],[np.float64(-0.4588888888888889)],[1],[0],[0],[3.086785833002068],['target'],13,0,13,0,34.69819170900155,,10,34.684949874994345,34.69819170900155,34.69819170900155,0.025601000001188368,37.771790124999825,[np.float64(0.12222222222222222)],[np.float64(-0.4588888888888889)],[1],[0],[0],[3.086785833002068],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
14,0,14,[np.float64(0.4266666666666667)],[np.float64(0.08666666666666667)],[1],[0],[0],[2.018508417007979],['target'],14,0,14,0,37.79481383401435,,5,37.78458649999811,37.79481383401435,37.79481383401435,0.012619458982953802,39.80317274999106,[np.float64(0.4266666666666667)],[np.float64(0.08666666666666667)],[1],[0],[0],[2.018508417007979],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
15,0,15,[np.float64(-0.2288888888888889)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.487352916999953],['target'],15,0,15,0,39.827373167005135,,5,39.817143374995794,39.827373167005135,39.827373167005135,0.013796041981549934,42.30456770901219,[np.float64(-0.2288888888888889)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.487352916999953],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
16,0,16,[np.float64(-0.4577777777777778)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.6697899170103483],['target'],16,0,16,0,42.33095437500742,,5,42.3198897500115,42.33095437500742,42.33095437500742,0.015153832995565608,43.98976745901746,[np.float64(-0.4577777777777778)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.6697899170103483],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
17,0,17,[np.float64(0.21888888888888888)],[np.float64(0.3566666666666667)],[1],[0],[0],[2.7800541250035167],['target'],17,0,17,0,44.018771750008455,,5,44.00749512499897,44.018771750008455,44.018771750008455,0.017522958980407566,46.7876275840099,[np.float64(0.21888888888888888)],[np.float64(0.3566666666666667)],[1],[0],[0],[2.7800541250035167],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
18,0,18,[np.float64(-0.4011111111111111)],[np.float64(-0.09666666666666666)],[1],[0],[0],[2.3913557499763556],['target'],18,0,18,0,46.828856417007046,,10,46.81536395900184,46.828856417007046,46.828856417007046,0.027527542028110474,49.20678691699868,[np.float64(-0.4011111111111111)],[np.float64(-0.09666666666666666)],[1],[0],[0],[2.3913557499763556],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
19,0,19,[np.float64(-0.4533333333333333)],[np.float64(-0.4288888888888889)],[1],[0],[0],[2.2210250410134904],['target'],19,0,19,0,49.24695145900478,,10,49.23335183400195,49.24695145900478,49.24695145900478,0.026359541981946677,51.45443745900411,[np.float64(-0.4533333333333333)],[np.float64(-0.4288888888888889)],[1],[0],[0],[2.2210250410134904],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
20,0,20,[np.float64(0.2511111111111111)],[np.float64(0.14222222222222222)],[1],[0],[0],[2.328487207996659],['target'],20,0,20,0,51.487315625010524,,10,51.475468334014295,51.487315625010524,51.487315625010524,0.020872458000667393,53.80400791700231,[np.float64(0.2511111111111111)],[np.float64(0.14222222222222222)],[1],[0],[0],[2.328487207996659],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
21,0,21,[np.float64(-0.1622222222222222)],[np.float64(-0.2922222222222222)],[1],[0],[0],[2.006283833005],['target'],21,0,21,0,53.8247185840155,,5,53.81516537501011,53.8247185840155,53.8247185840155,0.010999999998603016,55.821525209001265,[np.float64(-0.1622222222222222)],[np.float64(-0.2922222222222222)],[1],[0],[0],[2.006283833005],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
22,0,22,[np.float64(0.05444444444444444)],[np.float64(-0.4077777777777778)],[1],[0],[0],[3.494631000008667],['target'],22,0,22,0,55.848569750000024,,5,55.83685049999622,55.848569750000024,55.848569750000024,0.015145999990636483,59.3315644999966,[np.float64(0.05444444444444444)],[np.float64(-0.4077777777777778)],[1],[0],[0],[3.494631000008667],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
23,0,23,[np.float64(-0.09)],[np.float64(-0.16111111111111112)],[0],[0],[0],[2.3028904579987284],['target'],23,0,23,0,59.375998458999675,,10,59.361982583999634,59.375998458999675,59.375998458999675,0.030204832990420982,61.66494437499205,[np.float64(-0.09)],[np.float64(-0.16111111111111112)],[0],[0],[0],[2.3028904579987284],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
24,0,24,[np.float64(-0.08555555555555555)],[np.float64(-0.37777777777777777)],[1],[0],[0],[3.097693582996726],['target'],24,0,24,0,61.70442724999157,,10,61.69118133399752,61.70442724999157,61.70442724999157,0.026026250008726493,64.78892424999503,[np.float64(-0.08555555555555555)],[np.float64(-0.37777777777777777)],[1],[0],[0],[3.097693582996726],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
25,0,25,[np.float64(0.08222222222222222)],[np.float64(0.0044444444444444444)],[1],[0],[0],[1.7350808749906719],['target'],25,0,25,0,64.81329604200437,,10,64.8033824590093,64.81329604200437,64.81329604200437,0.01429454199387692,66.53858129199944,[np.float64(0.08222222222222222)],[np.float64(0.0044444444444444444)],[1],[0],[0],[1.7350808749906719],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
26,0,26,[np.float64(0.39444444444444443)],[np.float64(-0.07)],[1],[0],[0],[1.8763556250196416],['target'],26,0,26,0,66.57353104199865,,10,66.56212108401814,66.57353104199865,66.57353104199865,0.02327133298967965,68.4385111250158,[np.float64(0.39444444444444443)],[np.float64(-0.07)],[1],[0],[0],[1.8763556250196416],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
27,0,27,[np.float64(-0.24444444444444444)],[np.float64(0.39444444444444443)],[1],[0],[0],[2.7047576250042766],['target'],27,0,27,0,68.46078445899184,,5,68.45034350000788,68.46078445899184,68.46078445899184,0.011677834001602605,71.15517741700751,[np.float64(-0.24444444444444444)],[np.float64(0.39444444444444443)],[1],[0],[0],[2.7047576250042766],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
28,0,28,[np.float64(0.16333333333333333)],[np.float64(-0.17333333333333334)],[1],[0],[0],[3.351963416003855],['target'],28,0,28,0,71.18205979201593,,5,71.17044241700205,71.18205979201593,71.18205979201593,0.015093458991032094,74.52249104200746,[np.float64(0.16333333333333333)],[np.float64(-0.17333333333333334)],[1],[0],[0],[3.351963416003855],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
29,0,29,[np.float64(0.17777777777777778)],[np.float64(-0.04111111111111111)],[1],[0],[0],[2.049407499987865],['target'],29,0,29,0,74.5509809590003,,5,74.53938666699105,74.5509809590003,74.5509809590003,0.016688208997948095,76.58886070901644,[np.float64(0.17777777777777778)],[np.float64(-0.04111111111111111)],[1],[0],[0],[2.049407499987865],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
30,0,30,[np.float64(0.06777777777777778)],[np.float64(0.39555555555555555)],[1],[0],[0],[2.3404852919920813],['target'],30,0,30,0,76.63028920901706,,10,76.6164056250127,76.63028920901706,76.63028920901706,0.027375042001949623,78.95696025001234,[np.float64(0.06777777777777778)],[np.float64(0.39555555555555555)],[1],[0],[0],[2.3404852919920813],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
31,0,31,[np.float64(-0.09777777777777778)],[np.float64(0.1)],[1],[0],[0],[4.384078834002139],['target'],31,0,31,0,78.98347741700127,,5,78.97201200001291,78.98347741700127,78.98347741700127,0.014845666999462992,83.356176375004,[np.float64(-0.09777777777777778)],[np.float64(0.1)],[1],[0],[0],[4.384078834002139],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
32,0,32,[np.float64(-0.35333333333333333)],[np.float64(-0.06666666666666667)],[1],[0],[0],[2.0045137080014683],['target'],32,0,32,0,83.39761262500542,,10,83.38374191700132,83.39761262500542,83.39761262500542,0.027363707980839536,85.38833166699624,[np.float64(-0.35333333333333333)],[np.float64(-0.06666666666666667)],[1],[0],[0],[2.0045137080014683],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
33,0,33,[np.float64(0.05)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.706177292013308],['target'],33,0,33,0,85.40787241701037,,5,85.39909195899963,85.40787241701037,85.40787241701037,0.010593959013931453,87.10534675000235,[np.float64(0.05)],[np.float64(-0.3788888888888889)],[1],[0],[0],[1.706177292013308],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
34,0,34,[np.float64(-0.18222222222222223)],[np.float64(-0.34444444444444444)],[1],[0],[0],[2.141150416980963],['target'],34,0,34,0,87.14621337500284,,10,87.13172541701351,87.14621337500284,87.14621337500284,0.02620566700352356,89.27294545900077,[np.float64(-0.18222222222222223)],[np.float64(-0.34444444444444444)],[1],[0],[0],[2.141150416980963],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
35,0,35,[np.float64(-0.39111111111111113)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.8709198330179788],['target'],35,0,35,0,89.3093383340165,,10,89.2967434170132,89.3093383340165,89.3093383340165,0.02361691600526683,91.16773379201186,[np.float64(-0.39111111111111113)],[np.float64(-0.03666666666666667)],[1],[0],[0],[1.8709198330179788],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
36,0,36,[np.float64(0.43555555555555553)],[np.float64(0.15333333333333332)],[1],[0],[0],[2.323346416000277],['target'],36,0,36,0,91.1927544590144,,5,91.18181937499321,91.1927544590144,91.1927544590144,0.013879292004276067,93.50524016699637,[np.float64(0.43555555555555553)],[np.float64(0.15333333333333332)],[1],[0],[0],[2.323346416000277],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
37,0,37,[np.float64(-0.23444444444444446)],[np.float64(0.014444444444444444)],[1],[0],[0],[2.8269306670117658],['target'],37,0,37,0,93.54610549999052,,10,93.53183633400477,93.54610549999052,93.54610549999052,0.02643441699910909,96.35884766699746,[np.float64(-0.23444444444444446)],[np.float64(0.014444444444444444)],[1],[0],[0],[2.8269306670117658],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
38,0,38,[np.float64(-0.47555555555555556)],[np.float64(0.2311111111111111)],[1],[0],[0],[2.147887791012181],['target'],38,0,38,0,96.3878379999951,,5,96.37623304201406,96.3878379999951,96.3878379999951,0.017139292001957074,98.52418008400127,[np.float64(-0.47555555555555556)],[np.float64(0.2311111111111111)],[1],[0],[0],[2.147887791012181],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
39,0,39,[np.float64(-0.20777777777777778)],[np.float64(0.15777777777777777)],[1],[0],[0],[3.0473230830102693],['target'],39,0,39,0,98.55289545899723,,5,98.54146104201209,98.55289545899723,98.55289545899723,0.017082500009564683,101.58884579199366,[np.float64(-0.20777777777777778)],[np.float64(0.15777777777777777)],[1],[0],[0],[3.0473230830102693],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
40,0,40,[np.float64(0.06555555555555556)],[np.float64(-0.29888888888888887)],[1],[0],[0],[1.9530804999812972],['target'],40,0,40,0,101.61370662500849,,5,101.60320862499066,101.61370662500849,101.61370662500849,0.014196459000231698,103.55637783400016,[np.float64(0.06555555555555556)],[np.float64(-0.29888888888888887)],[1],[0],[0],[1.9530804999812972],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
41,0,41,[np.float64(-0.18444444444444444)],[np.float64(-0.17333333333333334)],[1],[0],[0],[2.181715749989962],['target'],41,0,41,0,103.58547816699138,,5,103.5736624590063,103.58547816699138,103.58547816699138,0.017084207996958867,105.75544300000183,[np.float64(-0.18444444444444444)],[np.float64(-0.17333333333333334)],[1],[0],[0],[2.181715749989962],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
42,0,42,[np.float64(-0.2577777777777778)],[np.float64(0.20222222222222222)],[1],[0],[0],[1.651939333009068],['target'],42,0,42,0,105.78203683401807,,5,105.77028054199764,105.78203683401807,105.78203683401807,0.01466725001228042,107.42229312501149,[np.float64(-0.2577777777777778)],[np.float64(0.20222222222222222)],[1],[0],[0],[1.651939333009068],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
43,0,43,[np.float64(0.29555555555555557)],[np.float64(0.22777777777777777)],[1],[0],[0],[2.8503880000207573],['target'],43,0,43,0,107.46178545901785,,10,107.44756583400886,107.46178545901785,107.46178545901785,0.02510654099751264,110.2980326669931,[np.float64(0.29555555555555557)],[np.float64(0.22777777777777777)],[1],[0],[0],[2.8503880000207573],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
44,0,44,[np.float64(0.3277777777777778)],[np.float64(-0.2777777777777778)],[1],[0],[0],[4.877340042003198],['target'],44,0,44,0,110.32518762501422,,5,110.31345524999779,110.32518762501422,110.32518762501422,0.015172750019701198,115.19087816699175,[np.float64(0.3277777777777778)],[np.float64(-0.2777777777777778)],[1],[0],[0],[4.877340042003198],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
45,0,45,[np.float64(0.18666666666666668)],[np.float64(-0.35444444444444445)],[1],[0],[0],[1.901769374992],['target'],45,0,45,0,115.2334738750069,,10,115.21995625001728,115.2334738750069,115.2334738750069,0.02886737501830794,117.12177299999166,[np.float64(0.18666666666666668)],[np.float64(-0.35444444444444445)],[1],[0],[0],[1.901769374992],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
46,0,46,[np.float64(0.4077777777777778)],[np.float64(0.3433333333333333)],[1],[0],[0],[3.54056608400424],['target'],46,0,46,0,117.15366695899866,,10,117.1423870419967,117.15366695899866,117.15366695899866,0.020454834011616185,120.68303737501265,[np.float64(0.4077777777777778)],[np.float64(0.3433333333333333)],[1],[0],[0],[3.54056608400424],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
47,0,47,[np.float64(-0.33666666666666667)],[np.float64(0.03777777777777778)],[1],[0],[0],[2.831156625004951],['target'],47,0,47,0,120.7218760419928,,10,120.70877016699524,120.7218760419928,120.7218760419928,0.025449041975662112,123.53998491700622,[np.float64(-0.33666666666666667)],[np.float64(0.03777777777777778)],[1],[0],[0],[2.831156625004951],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
48,0,48,[np.float64(-0.36777777777777776)],[np.float64(-0.37)],[1],[0],[0],[2.8055063749779947],['target'],48,0,48,0,123.57282554201083,,10,123.56129124999279,123.57282554201083,123.57282554201083,0.021113166003488004,126.36688675000914,[np.float64(-0.36777777777777776)],[np.float64(-0.37)],[1],[0],[0],[2.8055063749779947],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
49,0,49,[np.float64(0.043333333333333335)],[np.float64(-0.09555555555555556)],[1],[0],[0],[1.958646665996639],['target'],49,0,49,0,126.3939750000136,,5,126.38319449999835,126.3939750000136,126.3939750000136,0.016054458013968542,128.3419237920025,[np.float64(0.043333333333333335)],[np.float64(-0.09555555555555556)],[1],[0],[0],[1.958646665996639],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
50,0,50,[np.float64(-0.03)],[np.float64(-0.3611111111111111)],[1],[0],[0],[1.8615987919911277],['target'],50,0,50,0,128.3851278749935,,10,128.3711483340012,128.3851278749935,128.3851278749935,0.029017332999501377,130.23281470901566,[np.float64(-0.03)],[np.float64(-0.3611111111111111)],[1],[0],[0],[1.8615987919911277],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
51,0,51,[np.float64(-0.27555555555555555)],[np.float64(0.058888888888888886)],[1],[0],[0],[2.3351112919917796],['target'],51,0,51,0,130.25774375000037,,5,130.24700245901477,130.25774375000037,130.25774375000037,0.013981291995150968,132.582202916994,[np.float64(-0.27555555555555555)],[np.float64(0.058888888888888886)],[1],[0],[0],[2.3351112919917796],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
52,0,52,[np.float64(-0.2644444444444444)],[np.float64(0.0033333333333333335)],[1],[0],[0],[1.3603029169898946],['target'],52,0,52,0,132.62775266700191,,10,132.6134490419936,132.62775266700191,132.62775266700191,0.031041708018165082,133.9738093340129,[np.float64(-0.2644444444444444)],[np.float64(0.0033333333333333335)],[1],[0],[0],[1.3603029169898946],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
53,0,53,[np.float64(-0.39666666666666667)],[np.float64(0.24888888888888888)],[1],[0],[0],[1.6661065419903025],['target'],53,0,53,0,133.99555237501045,,5,133.98584058400593,133.99555237501045,133.99555237501045,0.011853500007418916,135.65204170899233,[np.float64(-0.39666666666666667)],[np.float64(0.24888888888888888)],[1],[0],[0],[1.6661065419903025],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
54,0,54,[np.float64(0.4911111111111111)],[np.float64(-0.015555555555555555)],[1],[0],[0],[2.7733214589825366],['target'],54,0,54,0,135.6970982500061,,10,135.6830606670119,135.6970982500061,135.6970982500061,0.03074270801153034,138.4564425839926,[np.float64(0.4911111111111111)],[np.float64(-0.015555555555555555)],[1],[0],[0],[2.7733214589825366],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
55,0,55,[np.float64(-0.11888888888888889)],[np.float64(0.21777777777777776)],[1],[0],[0],[2.43083420797484],['target'],55,0,55,0,138.48908308401587,,10,138.4771709589986,138.48908308401587,138.48908308401587,0.02055841701803729,140.90808162500616,[np.float64(-0.11888888888888889)],[np.float64(0.21777777777777776)],[1],[0],[0],[2.43083420797484],['target'],v1,001,2025-09-30_09h51.28.590,Experiment,,2025.1.1,120.9879884080244,2025-09-30 09h51.39.632766 +0530,
