reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,35,13,0,0,0,t,1.9400617079809308,None,0,0,0,1,0.09599062509369105,,0.08531204203609377,0.09599062509369105,1.007001959020272,1.007001959020272,1.0912900000112131,3.2505745840026066,t,1.9400617079809308,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
27,50,21,1,1,0,l,1.5022211249452084,None,0,1,1,2,3.27702133404091,,3.2538410420529544,3.27702133404091,4.258838584064506,4.258838584064506,4.291841000085697,5.766944292001426,l,1.5022211249452084,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
95,115,200,2,2,0,t,1.1832120410399511,None,0,2,2,9,5.785661834059283,,5.776509125018492,5.785661834059283,6.76663541700691,6.76663541700691,6.808901500073262,7.95989058399573,t,1.1832120410399511,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
11,30,7,3,3,0,l,0.8412614989792928,None,0,3,3,0,7.9762564999982715,,7.967233000090346,7.9762564999982715,8.958571125054732,8.958571125054732,8.992801709100604,9.809465250000358,l,0.8412614989792928,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
88,98,195,4,4,0,t,1.2537487079389393,None,0,4,4,8,9.825889959000051,,9.81675041699782,9.825889959000051,10.826140917022713,10.826140917022713,10.826140917022713,12.083042375044897,t,1.2537487079389393,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
67,75,119,5,5,0,t,1.6425516239833087,None,0,5,5,5,12.099668000009842,,12.090818542055786,12.099668000009842,13.092407042044215,13.092407042044215,13.099310792051256,14.74305849999655,t,1.6425516239833087,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
78,80,162,6,6,0,t,1.879307792056352,None,0,6,6,6,14.774669459089637,,14.748924375046045,14.774669459089637,15.741639792104252,15.741639792104252,15.765313459094614,17.62681687506847,t,1.879307792056352,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
85,95,180,7,7,0,t,0.6458028749329969,None,0,7,7,7,17.64192966709379,,17.633364250068553,17.64192966709379,18.625073125003837,18.625073125003837,18.632597959018312,19.27699816704262,t,0.6458028749329969,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
49,60,89,8,8,0,t,0.7277970830909908,None,0,8,8,4,19.29421254200861,,19.28443908400368,19.29421254200861,20.275159042095765,20.275159042095765,20.291870709042996,21.010225042002276,t,0.7277970830909908,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
40,55,62,9,9,0,t,0.6217817919095978,None,0,9,9,3,21.025483959005214,,21.016076792031527,21.025483959005214,22.008503709104843,22.008503709104843,22.01585258403793,22.643943000002764,t,0.6217817919095978,None,p3,001,2025-10-31_20h12.53.776,Delay Discounting Experiment ,,2025.1.1,119.82708989452095,2025-10-31 20h13.11.148586 +0530,
