thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_dist,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.027777777777777776)],[np.float64(-0.40555555555555556)],[1],[0],[0],[2.631470749998698],['target'],10,0,10,0,23.380771208001534,,10,23.366508874983992,23.380771208001534,23.380771208001534,0.02680791699094698,25.998060791986063,[np.float64(-0.027777777777777776)],[np.float64(-0.40555555555555556)],[1],[0],[0],[2.631470749998698],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
11,0,11,[np.float64(-0.14555555555555555)],[np.float64(0.43222222222222223)],[1],[0],[0],[3.8130488750175573],['target'],11,0,11,0,26.0410453749937,,10,26.026493332989048,26.0410453749937,26.0410453749937,0.028180374996736646,29.839600332983537,[np.float64(-0.14555555555555555)],[np.float64(0.43222222222222223)],[1],[0],[0],[3.8130488750175573],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
12,0,12,[np.float64(-0.4866666666666667)],[np.float64(-0.3388888888888889)],[1],[0],[0],[3.3809245000011288],[None],12,0,12,0,29.872796916984953,,10,29.86120366700925,29.872796916984953,29.872796916984953,0.021419459022581577,33.24220116698416,[np.float64(-0.4866666666666667)],[np.float64(-0.3388888888888889)],[1],[0],[0],[3.3809245000011288],[None],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
13,0,13,[np.float64(-0.03222222222222222)],[np.float64(0.25555555555555554)],[1],[0],[0],[2.8160166250017937],[None],13,0,13,0,33.26838525000494,,5,33.257023041980574,33.26838525000494,33.26838525000494,0.014605083008063957,36.07311312499223,[np.float64(-0.03222222222222222)],[np.float64(0.25555555555555554)],[1],[0],[0],[2.8160166250017937],[None],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
14,0,14,[np.float64(0.14333333333333334)],[np.float64(0.13555555555555557)],[1],[0],[0],[1.4189666250022128],['target'],14,0,14,0,36.099681666994,,5,36.08824374998221,36.099681666994,36.099681666994,0.014955916994949803,37.50728387499112,[np.float64(0.14333333333333334)],[np.float64(0.13555555555555557)],[1],[0],[0],[1.4189666250022128],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
15,0,15,[np.float64(-0.09888888888888889)],[np.float64(0.11)],[1],[0],[0],[1.982654333987739],['target'],15,0,15,0,37.533644916984485,,5,37.52251758298371,37.533644916984485,37.533644916984485,0.015061917016282678,39.50521016700077,[np.float64(-0.09888888888888889)],[np.float64(0.11)],[1],[0],[0],[1.982654333987739],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
16,0,16,[np.float64(-0.14)],[np.float64(-0.17333333333333334)],[1],[0],[0],[2.787497875018744],['target'],16,0,16,0,39.5328827080084,,10,39.52102941699559,39.5328827080084,39.5328827080084,0.01572895798017271,42.30864924998605,[np.float64(-0.14)],[np.float64(-0.17333333333333334)],[1],[0],[0],[2.787497875018744],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
17,0,17,[np.float64(0.44222222222222224)],[np.float64(0.10888888888888888)],[1],[0],[0],[2.8983826659969054],['target'],17,0,17,0,42.33665275000385,,5,42.325026542006526,42.33665275000385,42.33665275000385,0.016048749996116385,45.223464624985354,[np.float64(0.44222222222222224)],[np.float64(0.10888888888888888)],[1],[0],[0],[2.8983826659969054],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
18,0,18,[np.float64(0.0811111111111111)],[np.float64(0.11555555555555555)],[1],[0],[0],[1.2727918329765089],['target'],18,0,18,0,45.264195499999914,,10,45.25031891700928,45.264195499999914,45.264195499999914,0.026682708004955202,46.523187041981146,[np.float64(0.0811111111111111)],[np.float64(0.11555555555555555)],[1],[0],[0],[1.2727918329765089],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
19,0,19,[np.float64(-0.11222222222222222)],[np.float64(-0.35888888888888887)],[1],[0],[0],[2.6867028750129975],['target'],19,0,19,0,46.55749104198185,,10,46.54550166698755,46.55749104198185,46.55749104198185,0.022117584012448788,49.232295333000366,[np.float64(-0.11222222222222222)],[np.float64(-0.35888888888888887)],[1],[0],[0],[2.6867028750129975],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
20,0,20,[np.float64(0.3611111111111111)],[np.float64(-0.4677777777777778)],[1],[0],[0],[1.7941830420168117],[None],20,0,20,0,49.27679737500148,,10,49.26200083299773,49.27679737500148,49.27679737500148,0.02944454099633731,51.056239541998366,[np.float64(0.3611111111111111)],[np.float64(-0.4677777777777778)],[1],[0],[0],[1.7941830420168117],[None],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
21,0,21,[np.float64(-0.3277777777777778)],[np.float64(0.29444444444444445)],[1],[0],[0],[3.540623292006785],['target'],21,0,21,0,51.089497957989806,,10,51.077914875000715,51.089497957989806,51.089497957989806,0.02149274997645989,54.618608707998646,[np.float64(-0.3277777777777778)],[np.float64(0.29444444444444445)],[1],[0],[0],[3.540623292006785],['target'],p4,001,2025-09-30_17h41.41.026,Experiment,,2025.1.1,119.75785011147751,2025-09-30 17h41.55.589986 +0530,
